data,Pernambuco - PIB - Per Capita,Pernambuco - PIB - Preços de Mercado,Pernambuco - PIB - Estadual,Pernambuco - PIB - Construção Civil,Pernambuco - População,Pernambuco - INCC (%),Pernambuco - IPCA - Variação mensal durante o Plano Real (%),Pernambuco - IGP-DI,Pernambuco - Taxa Selic (%),Pernambuco - IDH - Longevidade,Pernambuco - IDH - Renda,Pernambuco - IDH - Educação,Pernambuco - NFSP - Fluxo Mensal (Milhões de reais),Pernambuco - Estoque liquido de capital fixo - (R$),Pernambuco - Desemprego,Pernambuco - Produção de Cimento (t),Pernambuco - Valor,Pernambuco - Consumo de Cimento (t)
2013-03-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,0.6,1.47,0.2,0.0273115,0.79,0.673,0.62,1.0,7469859.82561107,8.0,65302.0,0.4393999999999999,251351.0
2013-04-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,0.5,1.94,0.31,0.02739875,0.79,0.673,0.62,1.03,7469859.82561107,7.8,158011.0,0.4393999999999999,254150.0
2013-05-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,0.74,2.5,-0.06,0.02781163636,0.79,0.673,0.62,0.98,7469859.82561107,7.7,130882.0,0.4426,242668.0
2013-06-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,2.25,2.88,0.32,0.02842080952,0.79,0.673,0.62,0.88,7469859.82561107,7.6,116719.0,0.4426,205044.0
2013-07-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,1.15,3.15,0.76,0.030177,0.79,0.673,0.62,0.76,7469859.82561107,7.5,1333555.0,0.4526,239702.0
2013-08-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,0.48,3.18,0.14,0.03137373913,0.79,0.673,0.62,0.82,7469859.82561107,7.4,215830.0,0.4266,256306.0
2013-09-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,0.31,3.43,0.46,0.03217809091,0.79,0.673,0.62,0.73,7469859.82561107,7.1,37668.0,0.4526,272593.0
2013-10-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,0.43,3.79,1.36,0.033839,0.79,0.673,0.62,0.63,7469859.82561107,7.0,124326.0,0.4526,282662.0
2013-11-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,0.26,4.38,0.63,0.03510369565,0.79,0.673,0.62,0.71,7469859.82561107,6.8,53205.0,0.456,265250.0
2013-12-01,7740718.173804517,9050639.310338331,0.86672196905,8874519.0276754,8931028.0,0.35,4.95,0.28,0.0358381,0.79,0.673,0.62,0.81,7469859.82561107,6.9,168008.0,0.4574,244117.0
2014-01-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.1,5.91,0.69,0.0374662381,0.79,0.673,0.64,0.82,7469859.82561107,7.3,51617.0,0.4606,251834.0
2014-02-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.88,0.55,0.4,0.03845090909,0.79,0.673,0.64,0.77,7640474.20151994,7.8,-1.0,0.4604,280855.0
2014-03-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.33,1.24,0.85,0.0393598,0.79,0.673,0.64,0.75,7640474.20151994,8.1,-1.0,0.4706,260913.0
2014-04-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.28,2.18,1.48,0.040168,0.79,0.673,0.64,0.84,7640474.20151994,7.9,-1.0,0.4725999999999999,255103.0
2014-05-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.88,2.86,0.45,0.0409735,0.79,0.673,0.64,1.0,7640474.20151994,7.7,130887.0,0.4734,251169.0
2014-06-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,2.05,3.33,-0.45,0.041063,0.79,0.673,0.64,1.06,7640474.20151994,7.5,-1.0,0.4734,209407.0
2014-07-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.66,3.75,-0.63,0.041063,0.79,0.673,0.64,1.04,7640474.20151994,7.4,-1.0,0.4679999999999999,254967.0
2014-08-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.75,3.76,-0.55,0.041063,0.79,0.673,0.64,0.93,7640474.20151994,7.2,-1.0,0.4814,236863.0
2014-09-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.08,4.02,0.06,0.04106814286,0.79,0.673,0.64,0.9,7640474.20151994,7.0,51229.0,0.4814,243733.0
2014-10-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.15,4.61,0.02,0.041063,0.79,0.673,0.64,0.96,7640474.20151994,6.8,-1.0,0.4814,258366.0
2014-11-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.17,5.05,0.59,0.04114073913,0.79,0.673,0.64,0.87,7640474.20151994,6.6,-1.0,0.4814,234085.0
2014-12-01,8015022.1455821665,10074642.236213418,0.8703891650250001,8988015.51458599,9208550.0,0.44,5.58,1.14,0.041957,0.79,0.673,0.64,0.91,7640474.20151994,6.3,-1.0,0.4834,226321.0
2015-01-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.08,6.41,0.38,0.043496,0.8,0.673,0.66,1.12,7640474.20151994,6.5,47670.0,0.4866,203280.0
2015-02-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.92,1.24,0.67,0.04433033333,0.8,0.673,0.66,1.04,7751228.17009106,6.8,-1.0,0.4866,242066.0
2015-03-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.31,2.48,0.53,0.045513,0.8,0.673,0.66,1.08,7751228.17009106,7.2,-1.0,0.478,237113.0
2015-04-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.62,3.83,1.21,0.04703818182,0.8,0.673,0.66,1.09,7751228.17009106,7.2,-1.0,0.496,215936.0
2015-05-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.46,4.56,0.92,0.04737575,0.8,0.673,0.66,1.03,7751228.17009106,7.1,-1.0,0.5094,215320.0
2015-06-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.95,5.34,0.4,0.049037,0.8,0.673,0.66,1.05,7751228.17009106,6.9,-1.0,0.5154,185526.0
2015-07-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,1.84,6.17,0.68,0.05053785714,0.8,0.673,0.66,1.13,7751228.17009106,7.0,-1.0,0.496,196313.0
2015-08-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.55,6.83,0.58,0.05093956522,0.8,0.673,0.66,1.27,7751228.17009106,7.0,-1.0,0.508,205217.0
2015-09-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.59,7.06,0.4,0.052531,0.8,0.673,0.66,1.36,7751228.17009106,6.9,-1.0,0.508,206380.0
2015-10-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.22,7.64,1.42,0.052531,0.8,0.673,0.66,1.34,7751228.17009106,6.7,-1.0,0.508,205342.0
2015-11-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.36,8.52,1.76,0.052531,0.8,0.673,0.66,1.45,7751228.17009106,6.6,-1.0,0.508,184442.0
2015-12-01,8195669.541519449,11110055.918721331,0.8833704140583333,7544699.23043295,9277727.0,0.34,9.62,1.19,0.052531,0.8,0.673,0.66,1.49,7751228.17009106,6.6,-1.0,0.472,173109.0
2016-01-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.1,10.67,0.44,0.052531,0.81,0.673,0.68,1.49,7751228.17009106,6.9,-1.0,0.4754,167306.0
2016-02-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.39,1.27,1.53,0.052531,0.81,0.673,0.68,1.55,7806241.86849827,7.5,-1.0,0.4446,166290.0
2016-03-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.54,2.18,0.79,0.052531,0.81,0.673,0.68,1.67,7806241.86849827,8.0,-1.0,0.4434,179553.0
2016-04-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.64,2.62,0.43,0.052531,0.81,0.673,0.68,1.67,7806241.86849827,8.1,-1.0,0.4406,170348.0
2016-05-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.55,3.25,0.36,0.052531,0.81,0.673,0.68,1.63,7806241.86849827,8.3,-1.0,0.4374,164996.0
2016-06-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.08,4.05,1.13,0.052531,0.81,0.673,0.68,1.62,7806241.86849827,8.4,-1.0,0.436,167532.0
2016-07-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,1.93,4.42,1.63,0.052531,0.81,0.673,0.68,1.64,7806241.86849827,8.7,-1.0,0.436,178598.0
2016-08-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.49,4.96,-0.39,0.052531,0.81,0.673,0.68,1.66,7806241.86849827,8.9,-1.0,0.4034,177848.0
2016-09-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.29,5.42,0.43,0.052531,0.81,0.673,0.68,1.61,7806241.86849827,9.0,-1.0,0.4034,169701.0
2016-10-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.33,5.51,0.03,0.052531,0.81,0.673,0.68,1.62,7806241.86849827,9.1,-1.0,0.39,163018.0
2016-11-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.21,5.78,0.13,0.0521826,0.81,0.673,0.68,1.52,7806241.86849827,9.1,-1.0,0.3865999999999999,171443.0
2016-12-01,7686564.293177725,11208301.265874667,0.8225170677083334,6204428.53555288,9345173.0,0.16,5.97,0.05,0.05166,0.81,0.673,0.68,1.41,7806241.86849827,9.1,-1.0,0.3534,163938.0
2017-01-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.35,6.29,0.83,0.050788,0.82,0.69,0.69,1.25,7806241.86849827,9.6,-1.0,0.35,177729.0
2017-02-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.41,0.38,0.43,0.049115,0.82,0.69,0.69,1.2,7820758.2968949,10.3,25914.0,0.35,143388.0
2017-03-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.65,0.71,0.06,0.047865,0.82,0.69,0.69,1.07,7820758.2968949,11.1,48292.0,0.35,188227.0
2017-04-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.16,0.96,-0.38,0.045513,0.82,0.69,0.69,1.02,7820758.2968949,11.3,235959.0,0.34,143049.0
2017-05-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,-0.02,1.1,-1.24,0.04353744444,0.82,0.69,0.69,1.0,7820758.2968949,11.3,113713.0,0.34,148068.0
2017-06-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.63,1.42,-0.51,0.041957,0.82,0.69,0.69,0.93,7820758.2968949,11.4,72351.0,0.34,133872.0
2017-07-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.93,1.18,-0.96,0.03837,0.82,0.69,0.69,0.86,7820758.2968949,11.7,1021955.0,0.3265999999999999,131464.0
2017-08-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.3,1.43,-0.3,0.03785271429,0.82,0.69,0.69,0.75,7820758.2968949,11.9,220057.0,0.3334,151370.0
2017-09-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.36,1.62,0.24,0.034749,0.82,0.69,0.69,0.7,7820758.2968949,11.9,37594.0,0.3334,154276.0
2017-10-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.06,1.78,0.62,0.0318266,0.82,0.69,0.69,0.65,7820758.2968949,11.9,85593.0,0.35,153331.0
2017-11-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.31,2.21,0.1,0.03056971429,0.82,0.69,0.69,0.65,7820758.2968949,12.0,17268.0,0.3465999999999999,152600.0
2017-12-01,7613951.030061158,12002115.041643336,0.8091051190999999,4778597.55854777,9410336.0,0.31,2.5,0.8,0.028333,0.82,0.69,0.69,0.65,7820758.2968949,12.2,109632.0,0.3616,136567.0
2018-01-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.07,2.95,0.74,0.0268514,0.82,0.68,0.69,0.71,7820758.2968949,12.7,38122.0,0.3634,144855.0
2018-02-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.31,0.29,0.58,0.026481,0.82,0.68,0.69,0.68,7813724.30644261,13.3,-1.0,0.365,126352.0
2018-03-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.13,0.61,0.15,0.02581005556,0.82,0.68,0.69,0.71,7813724.30644261,13.9,24526.0,0.3616,138148.0
2018-04-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.24,0.7,0.56,0.02528571429,0.82,0.68,0.69,0.69,7813724.30644261,13.7,206586.0,0.3834,129978.0
2018-05-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.29,0.92,0.93,0.02462,0.82,0.68,0.69,0.74,7813724.30644261,13.4,124772.0,0.41,109083.0
2018-06-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.23,1.33,1.64,0.02462,0.82,0.68,0.69,0.73,7813724.30644261,13.1,84569.0,0.3934,147440.0
2018-07-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.97,2.6,1.48,0.02462,0.82,0.68,0.69,0.75,7813724.30644261,12.9,1147971.0,0.3934,132500.0
2018-08-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.61,2.94,0.44,0.02462,0.82,0.68,0.69,0.77,7813724.30644261,12.7,200887.0,0.3965999999999999,158533.0
2018-09-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.15,2.85,0.68,0.02462,0.82,0.68,0.69,0.84,7813724.30644261,12.5,-1.0,0.4165999999999999,133813.0
2018-10-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.23,3.34,1.79,0.02462,0.82,0.68,0.69,0.87,7813724.30644261,12.3,52217.0,0.4234,155827.0
2018-11-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.35,3.81,0.26,0.02462,0.82,0.68,0.69,0.88,7813724.30644261,12.1,19241.0,0.4234,146197.0
2018-12-01,7974482.949385141,13027667.5904835,0.8417881382583333,4240458.70737533,9473266.0,0.13,3.59,-1.14,0.02462,0.82,0.68,0.69,0.86,7813724.30644261,11.9,105171.0,0.4234,122278.0
2019-01-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.13,3.75,-0.45,0.02462,0.82,0.68,0.69,0.85,7813724.30644261,12.3,51175.0,0.4234,149983.0
2019-02-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.49,0.32,0.07,0.02462,0.82,0.68,0.69,0.81,7827728.36985003,12.7,16451.0,0.4334,123483.0
2019-03-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.09,0.75,1.25,0.02462,0.82,0.68,0.69,0.75,7827728.36985003,13.2,28287.0,0.436,125104.0
2019-04-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.31,1.51,1.07,0.02462,0.82,0.68,0.69,0.74,7827728.36985003,13.0,226973.0,0.4326,129633.0
2019-05-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.38,2.09,0.9,0.02462,0.82,0.68,0.69,0.7,7827728.36985003,12.8,134424.0,0.4326,138233.0
2019-06-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.03,2.22,0.4,0.02462,0.82,0.68,0.69,0.71,7827728.36985003,12.6,69179.0,0.422,109657.0
2019-07-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.88,2.23,0.63,0.02462,0.82,0.68,0.69,0.7,7827728.36985003,12.4,1545831.0,0.416,128809.0
2019-08-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.58,2.42,-0.01,0.02462,0.82,0.68,0.69,0.69,7827728.36985003,12.3,292545.0,0.4065999999999999,140408.0
2019-09-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.42,2.54,-0.51,0.022751,0.82,0.68,0.69,0.62,7827728.36985003,12.0,-1.0,0.3934,134634.0
2019-10-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.46,2.49,0.5,0.02203519048,0.82,0.68,0.69,0.59,7827728.36985003,11.9,58893.0,0.3865999999999999,189040.0
2019-11-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.18,2.6,0.55,0.02078995652,0.82,0.68,0.69,0.57,7827728.36985003,11.7,19316.0,0.3865999999999999,166406.0
2019-12-01,7878345.44349305,13293466.882532166,0.8296231607250001,3834025.21525162,9496294.0,0.04,3.12,0.85,0.018985,0.82,0.68,0.69,0.54,7827728.36985003,11.7,132218.0,0.39,155456.0
