data,Minas_Gerais - PIB - Per Capita,Minas_Gerais - PIB - Preços de Mercado,Minas_Gerais - PIB - Estadual,Minas_Gerais - PIB - Construção Civil,Minas_Gerais - População,Minas_Gerais - INCC (%),Minas_Gerais - IPCA - Variação mensal durante o Plano Real (%),Minas_Gerais - IGP-DI,Minas_Gerais - Taxa Selic (%),Minas_Gerais - IDH - Longevidade,Minas_Gerais - IDH - Renda,Minas_Gerais - IDH - Educação,Minas_Gerais - NFSP - Fluxo Mensal (Milhões de reais),Minas_Gerais - Estoque liquido de capital fixo - (R$),Minas_Gerais - Desemprego,Minas_Gerais - Produção de Cimento (t),Minas_Gerais - Valor,Minas_Gerais - Consumo de Cimento (t)
2013-03-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,0.6,1.47,0.2,0.0273115,0.85,0.73,0.68,1.0,7469859.82561107,8.0,51382.0,0.352,553798.0
2013-04-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,0.5,1.94,0.31,0.02739875,0.85,0.73,0.68,1.03,7469859.82561107,7.8,152010.0,0.352,623269.0
2013-05-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,0.74,2.5,-0.06,0.02781163636,0.85,0.73,0.68,0.98,7469859.82561107,7.7,249772.0,0.3634,623440.0
2013-06-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,2.25,2.88,0.32,0.02842080952,0.85,0.73,0.68,0.88,7469859.82561107,7.6,80123.0,0.3634,580818.0
2013-07-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,1.15,3.15,0.76,0.030177,0.85,0.73,0.68,0.76,7469859.82561107,7.5,1065675.0,0.3634,678442.0
2013-08-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,0.48,3.18,0.14,0.03137373913,0.85,0.73,0.68,0.82,7469859.82561107,7.4,175383.0,0.3634,680488.0
2013-09-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,0.31,3.43,0.46,0.03217809091,0.85,0.73,0.68,0.73,7469859.82561107,7.1,99111.0,0.3634,652390.0
2013-10-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,0.43,3.79,1.36,0.033839,0.85,0.73,0.68,0.63,7469859.82561107,7.0,272998.0,0.3602,682758.0
2013-11-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,0.26,4.38,0.63,0.03510369565,0.85,0.73,0.68,0.71,7469859.82561107,6.8,50397.0,0.365,590151.0
2013-12-01,27589215.36806884,32257993.579542752,1.3895116620583332,24325990.8776376,19855332.0,0.35,4.95,0.28,0.0358381,0.85,0.73,0.68,0.81,7469859.82561107,6.9,150608.0,0.371,486646.0
2014-01-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.1,5.91,0.69,0.0374662381,0.86,0.73,0.69,0.82,7469859.82561107,7.3,940622.0,0.371,576568.0
2014-02-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.88,0.55,0.4,0.03845090909,0.86,0.73,0.69,0.77,7640474.20151994,7.8,-1.0,0.372,625432.0
2014-03-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.33,1.24,0.85,0.0393598,0.86,0.73,0.69,0.75,7640474.20151994,8.1,51925.0,0.372,649394.0
2014-04-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.28,2.18,1.48,0.040168,0.86,0.73,0.69,0.84,7640474.20151994,7.9,-1.0,0.372,646918.0
2014-05-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.88,2.86,0.45,0.0409735,0.86,0.73,0.69,1.0,7640474.20151994,7.7,-1.0,0.372,721188.0
2014-06-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,2.05,3.33,-0.45,0.041063,0.86,0.73,0.69,1.06,7640474.20151994,7.5,-1.0,0.372,642243.0
2014-07-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.66,3.75,-0.63,0.041063,0.86,0.73,0.69,1.04,7640474.20151994,7.4,1153071.0,0.3818,708274.0
2014-08-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.75,3.76,-0.55,0.041063,0.86,0.73,0.69,0.93,7640474.20151994,7.2,-1.0,0.3818,713702.0
2014-09-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.08,4.02,0.06,0.04106814286,0.86,0.73,0.69,0.9,7640474.20151994,7.0,-1.0,0.3779999999999999,733113.0
2014-10-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.15,4.61,0.02,0.041063,0.86,0.73,0.69,0.96,7640474.20151994,6.8,-1.0,0.376,724279.0
2014-11-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.17,5.05,0.59,0.04114073913,0.86,0.73,0.69,0.87,7640474.20151994,6.6,31077.0,0.37,613799.0
2014-12-01,28428843.04820642,35734202.31384034,1.3804861649666669,24760458.1097251,20593356.0,0.44,5.58,1.14,0.041957,0.86,0.73,0.69,0.91,7640474.20151994,6.3,-1.0,0.368,557007.0
2015-01-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.08,6.41,0.38,0.043496,0.86,0.73,0.72,1.12,7640474.20151994,6.5,-1.0,0.368,525105.0
2015-02-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.92,1.24,0.67,0.04433033333,0.86,0.73,0.72,1.04,7751228.17009106,6.8,-1.0,0.368,627717.0
2015-03-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.31,2.48,0.53,0.045513,0.86,0.73,0.72,1.08,7751228.17009106,7.2,-1.0,0.364,651834.0
2015-04-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.62,3.83,1.21,0.04703818182,0.86,0.73,0.72,1.09,7751228.17009106,7.2,-1.0,0.364,596613.0
2015-05-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.46,4.56,0.92,0.04737575,0.86,0.73,0.72,1.03,7751228.17009106,7.1,-1.0,0.3776,626130.0
2015-06-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.95,5.34,0.4,0.049037,0.86,0.73,0.72,1.05,7751228.17009106,6.9,-1.0,0.3788,626394.0
2015-07-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,1.84,6.17,0.68,0.05053785714,0.86,0.73,0.72,1.13,7751228.17009106,7.0,-1.0,0.3778,561989.0
2015-08-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.55,6.83,0.58,0.05093956522,0.86,0.73,0.72,1.27,7751228.17009106,7.0,-1.0,0.375,494133.0
2015-09-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.59,7.06,0.4,0.052531,0.86,0.73,0.72,1.36,7751228.17009106,6.9,-1.0,0.36,465763.0
2015-10-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.22,7.64,1.42,0.052531,0.86,0.73,0.72,1.34,7751228.17009106,6.7,-1.0,0.352,487701.0
2015-11-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.36,8.52,1.76,0.052531,0.86,0.73,0.72,1.45,7751228.17009106,6.6,-1.0,0.352,408303.0
2015-12-01,27918337.23373125,37846119.37476558,1.3464940013416669,24066012.3271263,20734097.0,0.34,9.62,1.19,0.052531,0.86,0.73,0.72,1.49,7751228.17009106,6.6,-1.0,0.3597999999999999,396658.0
2016-01-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.1,10.67,0.44,0.052531,0.87,0.73,0.73,1.49,7751228.17009106,6.9,-1.0,0.358,416150.0
2016-02-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.39,1.27,1.53,0.052531,0.87,0.73,0.73,1.55,7806241.86849827,7.5,-1.0,0.358,339621.0
2016-03-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.54,2.18,0.79,0.052531,0.87,0.73,0.73,1.67,7806241.86849827,8.0,-1.0,0.358,466774.0
2016-04-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.64,2.62,0.43,0.052531,0.87,0.73,0.73,1.67,7806241.86849827,8.1,-1.0,0.356,415069.0
2016-05-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.55,3.25,0.36,0.052531,0.87,0.73,0.73,1.63,7806241.86849827,8.3,-1.0,0.364,439446.0
2016-06-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.08,4.05,1.13,0.052531,0.87,0.73,0.73,1.62,7806241.86849827,8.4,-1.0,0.356,440616.0
2016-07-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,1.93,4.42,1.63,0.052531,0.87,0.73,0.73,1.64,7806241.86849827,8.7,-1.0,0.356,429457.0
2016-08-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.49,4.96,-0.39,0.052531,0.87,0.73,0.73,1.66,7806241.86849827,8.9,-1.0,0.35,468183.0
2016-09-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.29,5.42,0.43,0.052531,0.87,0.73,0.73,1.61,7806241.86849827,9.0,-1.0,0.344,438992.0
2016-10-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.33,5.51,0.03,0.052531,0.87,0.73,0.73,1.62,7806241.86849827,9.1,-1.0,0.33,417542.0
2016-11-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.21,5.78,0.13,0.0521826,0.87,0.73,0.73,1.52,7806241.86849827,9.1,-1.0,0.3208,380746.0
2016-12-01,26142566.480213333,38120251.10275284,1.252692508425,19798174.3457769,20869101.0,0.16,5.97,0.05,0.05166,0.87,0.73,0.73,1.41,7806241.86849827,9.1,-1.0,0.311,363966.0
2017-01-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.35,6.29,0.83,0.050788,0.87,0.74,0.74,1.25,7806241.86849827,9.6,-1.0,0.3,390594.0
2017-02-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.41,0.38,0.43,0.049115,0.87,0.74,0.74,1.2,7820758.2968949,10.3,-1.0,0.289,338767.0
2017-03-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.65,0.71,0.06,0.047865,0.87,0.74,0.74,1.07,7820758.2968949,11.1,39049.0,0.288,419962.0
2017-04-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.16,0.96,-0.38,0.045513,0.87,0.74,0.74,1.02,7820758.2968949,11.3,193012.0,0.295,387800.0
2017-05-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,-0.02,1.1,-1.24,0.04353744444,0.87,0.74,0.74,1.0,7820758.2968949,11.3,131765.0,0.286,391122.0
2017-06-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.63,1.42,-0.51,0.041957,0.87,0.74,0.74,0.93,7820758.2968949,11.4,34703.0,0.288,409739.0
2017-07-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.93,1.18,-0.96,0.03837,0.87,0.74,0.74,0.86,7820758.2968949,11.7,872837.0,0.288,413460.0
2017-08-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.3,1.43,-0.3,0.03785271429,0.87,0.74,0.74,0.75,7820758.2968949,11.9,152905.0,0.272,497019.0
2017-09-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.36,1.62,0.24,0.034749,0.87,0.74,0.74,0.7,7820758.2968949,11.9,31455.0,0.266,476478.0
2017-10-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.06,1.78,0.62,0.0318266,0.87,0.74,0.74,0.65,7820758.2968949,11.9,176351.0,0.268,421395.0
2017-11-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.31,2.21,0.1,0.03056971429,0.87,0.74,0.74,0.65,7820758.2968949,12.0,11824.0,0.2756,413641.0
2017-12-01,25294625.261354,39872728.511571504,1.2046459332083332,16894030.0181445,20997560.0,0.31,2.5,0.8,0.028333,0.87,0.74,0.74,0.65,7820758.2968949,12.2,125046.0,0.2756,338033.0
2018-01-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.07,2.95,0.74,0.0268514,0.88,0.74,0.75,0.71,7820758.2968949,12.7,484159.0,0.28,431028.0
2018-02-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.31,0.29,0.58,0.026481,0.88,0.74,0.75,0.68,7813724.30644261,13.3,-1.0,0.282,305105.0
2018-03-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.13,0.61,0.15,0.02581005556,0.88,0.74,0.75,0.71,7813724.30644261,13.9,12483.0,0.29,402406.0
2018-04-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.24,0.7,0.56,0.02528571429,0.88,0.74,0.75,0.69,7813724.30644261,13.7,144494.0,0.31,419419.0
2018-05-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.29,0.92,0.93,0.02462,0.88,0.74,0.75,0.74,7813724.30644261,13.4,65319.0,0.31,336054.0
2018-06-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.23,1.33,1.64,0.02462,0.88,0.74,0.75,0.73,7813724.30644261,13.1,31051.0,0.31,568395.0
2018-07-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.97,2.6,1.48,0.02462,0.88,0.74,0.75,0.75,7813724.30644261,12.9,891165.0,0.31,541488.0
2018-08-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.61,2.94,0.44,0.02462,0.88,0.74,0.75,0.77,7813724.30644261,12.7,140186.0,0.3176,537851.0
2018-09-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.15,2.85,0.68,0.02462,0.88,0.74,0.75,0.84,7813724.30644261,12.5,17175.0,0.3157999999999999,526265.0
2018-10-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.23,3.34,1.79,0.02462,0.88,0.74,0.75,0.87,7813724.30644261,12.3,205086.0,0.3176,559293.0
2018-11-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.35,3.81,0.26,0.02462,0.88,0.74,0.75,0.88,7813724.30644261,12.1,14295.0,0.316,466646.0
2018-12-01,25763865.16732742,42089634.3219165,1.2199067805,14105156.2950272,21119536.0,0.13,3.59,-1.14,0.02462,0.88,0.74,0.75,0.86,7813724.30644261,11.9,92316.0,0.317,416049.0
2019-01-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.13,3.75,-0.45,0.02462,0.88,0.74,0.75,0.85,7813724.30644261,12.3,449986.0,0.31,501489.0
2019-02-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.49,0.32,0.07,0.02462,0.88,0.74,0.75,0.81,7827728.36985003,12.7,-1.0,0.31,460699.0
2019-03-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.09,0.75,1.25,0.02462,0.88,0.74,0.75,0.75,7827728.36985003,13.2,23312.0,0.312,445583.0
2019-04-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.31,1.51,1.07,0.02462,0.88,0.74,0.75,0.74,7827728.36985003,13.0,156714.0,0.31,509271.0
2019-05-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.38,2.09,0.9,0.02462,0.88,0.74,0.75,0.7,7827728.36985003,12.8,62492.0,0.31,532602.0
2019-06-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.03,2.22,0.4,0.02462,0.88,0.74,0.75,0.71,7827728.36985003,12.6,31437.0,0.306,500905.0
2019-07-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.88,2.23,0.63,0.02462,0.88,0.74,0.75,0.7,7827728.36985003,12.4,1067660.0,0.302,588495.0
2019-08-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.58,2.42,-0.01,0.02462,0.88,0.74,0.75,0.69,7827728.36985003,12.3,240100.0,0.3042,589349.0
2019-09-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.42,2.54,-0.51,0.022751,0.88,0.74,0.75,0.62,7827728.36985003,12.0,26248.0,0.304,543982.0
2019-10-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.46,2.49,0.5,0.02203519048,0.88,0.74,0.75,0.59,7827728.36985003,11.9,236995.0,0.302,614074.0
2019-11-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.18,2.6,0.55,0.02078995652,0.88,0.74,0.75,0.57,7827728.36985003,11.7,10751.0,0.302,557419.0
2019-12-01,26609133.492166743,44898721.106872745,1.264652865591667,14401893.2501731,21040662.0,0.04,3.12,0.85,0.018985,0.88,0.74,0.75,0.54,7827728.36985003,11.7,127064.0,0.312,412582.0
