data,Paraíba - PIB - Per Capita,Paraíba - PIB - Preços de Mercado,Paraíba - PIB - Estadual,Paraíba - PIB - Construção Civil,Paraíba - População,Paraíba - INCC (%),Paraíba - IPCA - Variação mensal durante o Plano Real (%),Paraíba - IGP-DI,Paraíba - Taxa Selic (%),Paraíba - IDH - Longevidade,Paraíba - IDH - Renda,Paraíba - IDH - Educação,Paraíba - NFSP - Fluxo Mensal (Milhões de reais),Paraíba - Estoque liquido de capital fixo - (R$),Paraíba - Desemprego,Paraíba - Produção de Cimento (t),Paraíba - Valor,Paraíba - Consumo de Cimento (t)
2013-02-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,0.65,0.86,0.31,0.02726,0.78,0.656,0.6,0.98,7469859.82561107,8.9820096768,68206.0,0.36,91518.0
2013-03-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,0.6,1.47,0.2,0.0273115,0.78,0.656,0.6,1.0,7469859.82561107,8.0,48780.0,0.37,100642.0
2013-04-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,0.5,1.94,0.31,0.02739875,0.78,0.656,0.6,1.03,7469859.82561107,7.8,162527.0,0.37,98898.0
2013-05-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,0.74,2.5,-0.06,0.02781163636,0.78,0.656,0.6,0.98,7469859.82561107,7.7,183890.0,0.37,98165.0
2013-06-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,2.25,2.88,0.32,0.02842080952,0.78,0.656,0.6,0.88,7469859.82561107,7.6,101048.0,0.37,86193.0
2013-07-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,1.15,3.15,0.76,0.030177,0.78,0.656,0.6,0.76,7469859.82561107,7.5,1170147.0,0.36,103220.0
2013-08-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,0.48,3.18,0.14,0.03137373913,0.78,0.656,0.6,0.82,7469859.82561107,7.4,215638.0,0.36,107230.0
2013-09-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,0.31,3.43,0.46,0.03217809091,0.78,0.656,0.6,0.73,7469859.82561107,7.1,105015.0,0.36,107627.0
2013-10-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,0.43,3.79,1.36,0.033839,0.78,0.656,0.6,0.63,7469859.82561107,7.0,120266.0,0.36,121327.0
2013-11-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,0.26,4.38,0.63,0.03510369565,0.78,0.656,0.6,0.71,7469859.82561107,6.8,32619.0,0.37,106266.0
2013-12-01,2684968.7688513417,3139331.950959425,0.7037610552333334,2359876.7659689,3815171.0,0.35,4.95,0.28,0.0358381,0.78,0.656,0.6,0.81,7469859.82561107,6.9,154958.0,0.373,97804.0
2014-01-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.1,5.91,0.69,0.0374662381,0.79,0.656,0.59,0.82,7469859.82561107,7.3,763255.0,0.381,105395.0
2014-02-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.88,0.55,0.4,0.03845090909,0.79,0.656,0.59,0.77,7640474.20151994,7.8,-1.0,0.3774,122635.0
2014-03-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.33,1.24,0.85,0.0393598,0.79,0.656,0.59,0.75,7640474.20151994,8.1,-1.0,0.4042,109158.0
2014-04-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.28,2.18,1.48,0.040168,0.79,0.656,0.59,0.84,7640474.20151994,7.9,-1.0,0.4118,109628.0
2014-05-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.88,2.86,0.45,0.0409735,0.79,0.656,0.59,1.0,7640474.20151994,7.7,-1.0,0.4094,114262.0
2014-06-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,2.05,3.33,-0.45,0.041063,0.79,0.656,0.59,1.06,7640474.20151994,7.5,-1.0,0.3874,98235.0
2014-07-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.66,3.75,-0.63,0.041063,0.79,0.656,0.59,1.04,7640474.20151994,7.4,-1.0,0.3782,120625.0
2014-08-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.75,3.76,-0.55,0.041063,0.79,0.656,0.59,0.93,7640474.20151994,7.2,-1.0,0.3779999999999999,116514.0
2014-09-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.08,4.02,0.06,0.04106814286,0.79,0.656,0.59,0.9,7640474.20151994,7.0,-1.0,0.3782,117817.0
2014-10-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.15,4.61,0.02,0.041063,0.79,0.656,0.59,0.96,7640474.20151994,6.8,-1.0,0.3848,129304.0
2014-11-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.17,5.05,0.59,0.04114073913,0.79,0.656,0.59,0.87,7640474.20151994,6.6,-1.0,0.3848,114337.0
2014-12-01,2717353.417463308,3415631.674253633,0.6941903840833333,2178808.847977,3914421.0,0.44,5.58,1.14,0.041957,0.79,0.656,0.59,0.91,7640474.20151994,6.3,-1.0,0.387,105985.0
2015-01-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.08,6.41,0.38,0.043496,0.79,0.656,0.62,1.12,7640474.20151994,6.5,-1.0,0.387,102133.0
2015-02-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.92,1.24,0.67,0.04433033333,0.79,0.656,0.62,1.04,7751228.17009106,6.8,-1.0,0.3848,116700.0
2015-03-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.31,2.48,0.53,0.045513,0.79,0.656,0.62,1.08,7751228.17009106,7.2,-1.0,0.4,100902.0
2015-04-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.62,3.83,1.21,0.04703818182,0.79,0.656,0.62,1.09,7751228.17009106,7.2,-1.0,0.4002,90354.0
2015-05-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.46,4.56,0.92,0.04737575,0.79,0.656,0.62,1.03,7751228.17009106,7.1,-1.0,0.4,87950.0
2015-06-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.95,5.34,0.4,0.049037,0.79,0.656,0.62,1.05,7751228.17009106,6.9,-1.0,0.396,82003.0
2015-07-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,1.84,6.17,0.68,0.05053785714,0.79,0.656,0.62,1.13,7751228.17009106,7.0,-1.0,0.384,91563.0
2015-08-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.55,6.83,0.58,0.05093956522,0.79,0.656,0.62,1.27,7751228.17009106,7.0,-1.0,0.37,93003.0
2015-09-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.59,7.06,0.4,0.052531,0.79,0.656,0.62,1.36,7751228.17009106,6.9,-1.0,0.3547999999999999,98110.0
2015-10-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.22,7.64,1.42,0.052531,0.79,0.656,0.62,1.34,7751228.17009106,6.7,-1.0,0.3434,98927.0
2015-11-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.36,8.52,1.76,0.052531,0.79,0.656,0.62,1.45,7751228.17009106,6.6,-1.0,0.336,93897.0
2015-12-01,2889081.5951769915,3916441.227108609,0.7325471191916666,2342179.02874756,3943885.0,0.34,9.62,1.19,0.052531,0.79,0.656,0.62,1.49,7751228.17009106,6.6,-1.0,0.3484,84860.0
2016-01-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.1,10.67,0.44,0.052531,0.8,0.656,0.64,1.49,7751228.17009106,6.9,-1.0,0.3339999999999999,82527.0
2016-02-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.39,1.27,1.53,0.052531,0.8,0.656,0.64,1.55,7806241.86849827,7.5,-1.0,0.3339999999999999,81529.0
2016-03-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.54,2.18,0.79,0.052531,0.8,0.656,0.64,1.67,7806241.86849827,8.0,-1.0,0.3253999999999999,88634.0
2016-04-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.64,2.62,0.43,0.052531,0.8,0.656,0.64,1.67,7806241.86849827,8.1,-1.0,0.3232,77381.0
2016-05-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.55,3.25,0.36,0.052531,0.8,0.656,0.64,1.63,7806241.86849827,8.3,-1.0,0.337,80817.0
2016-06-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.08,4.05,1.13,0.052531,0.8,0.656,0.64,1.62,7806241.86849827,8.4,-1.0,0.316,76445.0
2016-07-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,1.93,4.42,1.63,0.052531,0.8,0.656,0.64,1.64,7806241.86849827,8.7,-1.0,0.316,84929.0
2016-08-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.49,4.96,-0.39,0.052531,0.8,0.656,0.64,1.66,7806241.86849827,8.9,-1.0,0.304,82776.0
2016-09-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.29,5.42,0.43,0.052531,0.8,0.656,0.64,1.61,7806241.86849827,9.0,-1.0,0.313,81529.0
2016-10-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.33,5.51,0.03,0.052531,0.8,0.656,0.64,1.62,7806241.86849827,9.1,-1.0,0.315,73628.0
2016-11-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.21,5.78,0.13,0.0521826,0.8,0.656,0.64,1.52,7806241.86849827,9.1,-1.0,0.312,77286.0
2016-12-01,2863492.835407183,4175453.3166922913,0.7208829851583333,2233780.6892565,3972202.0,0.16,5.97,0.05,0.05166,0.8,0.656,0.64,1.41,7806241.86849827,9.1,-1.0,0.306,74255.0
2017-01-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.35,6.29,0.83,0.050788,0.8,0.67,0.66,1.25,7806241.86849827,9.6,-1.0,0.304,70672.0
2017-02-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.41,0.38,0.43,0.049115,0.8,0.67,0.66,1.2,7820758.2968949,10.3,30040.0,0.312,58962.0
2017-03-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.65,0.71,0.06,0.047865,0.8,0.67,0.66,1.07,7820758.2968949,11.1,48555.0,0.3246,73459.0
2017-04-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.16,0.96,-0.38,0.045513,0.8,0.67,0.66,1.02,7820758.2968949,11.3,233015.0,0.3238,59150.0
2017-05-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,-0.02,1.1,-1.24,0.04353744444,0.8,0.67,0.66,1.0,7820758.2968949,11.3,113792.0,0.3258,64833.0
2017-06-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.63,1.42,-0.51,0.041957,0.8,0.67,0.66,0.93,7820758.2968949,11.4,74828.0,0.336,63840.0
2017-07-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.93,1.18,-0.96,0.03837,0.8,0.67,0.66,0.86,7820758.2968949,11.7,955992.0,0.3256,61721.0
2017-08-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.3,1.43,-0.3,0.03785271429,0.8,0.67,0.66,0.75,7820758.2968949,11.9,220919.0,0.3344,69240.0
2017-09-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.36,1.62,0.24,0.034749,0.8,0.67,0.66,0.7,7820758.2968949,11.9,19813.0,0.3308,70048.0
2017-10-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.06,1.78,0.62,0.0318266,0.8,0.67,0.66,0.65,7820758.2968949,11.9,106725.0,0.3308,67172.0
2017-11-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.31,2.21,0.1,0.03056971429,0.8,0.67,0.66,0.65,7820758.2968949,12.0,17142.0,0.345,64220.0
2017-12-01,2793309.0047692503,4403182.511909267,0.6984293964916667,1851944.41212806,3999415.0,0.31,2.5,0.8,0.028333,0.8,0.67,0.66,0.65,7820758.2968949,12.2,131684.0,0.3525999999999999,63021.0
2018-01-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.07,2.95,0.74,0.0268514,0.81,0.69,0.67,0.71,7820758.2968949,12.7,397214.0,0.358,62639.0
2018-02-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.31,0.29,0.58,0.026481,0.81,0.69,0.67,0.68,7813724.30644261,13.3,-1.0,0.37,53839.0
2018-03-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.13,0.61,0.15,0.02581005556,0.81,0.69,0.67,0.71,7813724.30644261,13.9,24526.0,0.3774,56652.0
2018-04-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.24,0.7,0.56,0.02528571429,0.81,0.69,0.67,0.69,7813724.30644261,13.7,196069.0,0.386,53408.0
2018-05-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.29,0.92,0.93,0.02462,0.81,0.69,0.67,0.74,7813724.30644261,13.4,56051.0,0.3908,50543.0
2018-06-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.23,1.33,1.64,0.02462,0.81,0.69,0.67,0.73,7813724.30644261,13.1,88197.0,0.396,64699.0
2018-07-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.97,2.6,1.48,0.02462,0.81,0.69,0.67,0.75,7813724.30644261,12.9,1245421.0,0.4,60219.0
2018-08-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.61,2.94,0.44,0.02462,0.81,0.69,0.67,0.77,7813724.30644261,12.7,215243.0,0.4,64217.0
2018-09-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.15,2.85,0.68,0.02462,0.81,0.69,0.67,0.84,7813724.30644261,12.5,19631.0,0.41,57591.0
2018-10-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.23,3.34,1.79,0.02462,0.81,0.69,0.67,0.87,7813724.30644261,12.3,47641.0,0.42,64307.0
2018-11-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.35,3.81,0.26,0.02462,0.81,0.69,0.67,0.88,7813724.30644261,12.1,21159.0,0.42,61971.0
2018-12-01,2840001.406030183,4639622.971056667,0.7054926065,1808967.17069251,4025558.0,0.13,3.59,-1.14,0.02462,0.81,0.69,0.67,0.86,7813724.30644261,11.9,110093.0,0.41,57480.0
2019-01-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.13,3.75,-0.45,0.02462,0.81,0.69,0.67,0.85,7813724.30644261,12.3,429105.0,0.42,68053.0
2019-02-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.49,0.32,0.07,0.02462,0.81,0.69,0.67,0.81,7827728.36985003,12.7,17846.0,0.3939999999999999,55231.0
2019-03-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.09,0.75,1.25,0.02462,0.81,0.69,0.67,0.75,7827728.36985003,13.2,25213.0,0.3979999999999999,53723.0
2019-04-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.31,1.51,1.07,0.02462,0.81,0.69,0.67,0.74,7827728.36985003,13.0,208829.0,0.4,57457.0
2019-05-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.38,2.09,0.9,0.02462,0.81,0.69,0.67,0.7,7827728.36985003,12.8,47034.0,0.4,62755.0
2019-06-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.03,2.22,0.4,0.02462,0.81,0.69,0.67,0.71,7827728.36985003,12.6,80017.0,0.4,48148.0
2019-07-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.88,2.23,0.63,0.02462,0.81,0.69,0.67,0.7,7827728.36985003,12.4,1299850.0,0.41,62190.0
2019-08-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.58,2.42,-0.01,0.02462,0.81,0.69,0.67,0.69,7827728.36985003,12.3,205025.0,0.42,62219.0
2019-09-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.42,2.54,-0.51,0.022751,0.81,0.69,0.67,0.62,7827728.36985003,12.0,30305.0,0.365,61329.0
2019-10-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.46,2.49,0.5,0.02203519048,0.81,0.69,0.67,0.59,7827728.36985003,11.9,56222.0,0.36,81988.0
2019-11-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.18,2.6,0.55,0.02078995652,0.81,0.69,0.67,0.57,7827728.36985003,11.7,15534.0,0.36,79341.0
2019-12-01,2825414.836816825,4767442.457560817,0.7069730175666668,1683396.40181338,3996496.0,0.04,3.12,0.85,0.018985,0.81,0.69,0.67,0.54,7827728.36985003,11.7,121898.0,0.37,76646.0
