data,Paraná - PIB - Per Capita,Paraná - PIB - Preços de Mercado,Paraná - PIB - Estadual,Paraná - PIB - Construção Civil,Paraná - População,Paraná - INCC (%),Paraná - IPCA - Variação mensal durante o Plano Real (%),Paraná - IGP-DI,Paraná - Taxa Selic (%),Paraná - IDH - Longevidade,Paraná - IDH - Renda,Paraná - IDH - Educação,Paraná - NFSP - Fluxo Mensal (Milhões de reais),Paraná - Estoque liquido de capital fixo - (R$),Paraná - Desemprego,Paraná - Produção de Cimento (t),Paraná - Valor,Paraná - Consumo de Cimento (t)
2013-07-01,17313983.52873783,20243938.14956942,1.636829698625,14439478.5923716,10577755.0,1.15,3.15,0.76,0.030177,0.77,0.66,0.67,0.76,7469859.82561107,-1.0,1272441.0,0.3979999999999999,410332.0
2013-08-01,17313983.52873783,20243938.14956942,1.636829698625,14439478.5923716,10577755.0,0.48,3.18,0.14,0.03137373913,0.77,0.66,0.67,0.82,7469859.82561107,-1.0,203140.0,0.384,428494.0
2013-09-01,17313983.52873783,20243938.14956942,1.636829698625,14439478.5923716,10577755.0,0.31,3.43,0.46,0.03217809091,0.77,0.66,0.67,0.73,7469859.82561107,-1.0,47929.0,0.384,410278.0
2013-10-01,17313983.52873783,20243938.14956942,1.636829698625,14439478.5923716,10577755.0,0.43,3.79,1.36,0.033839,0.77,0.66,0.67,0.63,7469859.82561107,-1.0,128779.0,0.39,404608.0
2013-11-01,17313983.52873783,20243938.14956942,1.636829698625,14439478.5923716,10577755.0,0.26,4.38,0.63,0.03510369565,0.77,0.66,0.67,0.71,7469859.82561107,-1.0,43058.0,0.3989999999999999,403326.0
2013-12-01,17313983.52873783,20243938.14956942,1.636829698625,14439478.5923716,10577755.0,0.35,4.95,0.28,0.0358381,0.77,0.66,0.67,0.81,7469859.82561107,-1.0,137381.0,0.3979999999999999,321629.0
2014-01-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.1,5.91,0.69,0.0374662381,0.77,0.66,0.67,0.82,7469859.82561107,-1.0,52416.0,0.426,369625.0
2014-02-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.88,0.55,0.4,0.03845090909,0.77,0.66,0.67,0.77,7640474.20151994,-1.0,-1.0,0.418,364690.0
2014-03-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.33,1.24,0.85,0.0393598,0.77,0.66,0.67,0.75,7640474.20151994,-1.0,-1.0,0.41,385862.0
2014-04-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.28,2.18,1.48,0.040168,0.77,0.66,0.67,0.84,7640474.20151994,-1.0,-1.0,0.41,358289.0
2014-05-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.88,2.86,0.45,0.0409735,0.77,0.66,0.67,1.0,7640474.20151994,-1.0,-1.0,0.42,407751.0
2014-06-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,2.05,3.33,-0.45,0.041063,0.77,0.66,0.67,1.06,7640474.20151994,-1.0,-1.0,0.42,355172.0
2014-07-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.66,3.75,-0.63,0.041063,0.77,0.66,0.67,1.04,7640474.20151994,-1.0,-1.0,0.42,422720.0
2014-08-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.75,3.76,-0.55,0.041063,0.77,0.66,0.67,0.93,7640474.20151994,-1.0,-1.0,0.43,413943.0
2014-09-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.08,4.02,0.06,0.04106814286,0.77,0.66,0.67,0.9,7640474.20151994,-1.0,-1.0,0.435,386645.0
2014-10-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.15,4.61,0.02,0.041063,0.77,0.66,0.67,0.96,7640474.20151994,-1.0,-1.0,0.43,412891.0
2014-11-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.17,5.05,0.59,0.04114073913,0.77,0.66,0.67,0.87,7640474.20151994,-1.0,-1.0,0.43,383833.0
2014-12-01,19072228.02920392,23973218.108651336,1.7342385749083336,12874390.0184291,10997465.0,0.44,5.58,1.14,0.041957,0.77,0.66,0.67,0.91,7640474.20151994,-1.0,-1.0,0.425,321913.0
2015-01-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.08,6.41,0.38,0.043496,0.77,0.66,0.67,1.12,7640474.20151994,-1.0,-1.0,0.425,319537.0
2015-02-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.92,1.24,0.67,0.04433033333,0.77,0.66,0.67,1.04,7751228.17009106,-1.0,-1.0,0.43,365643.0
2015-03-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.31,2.48,0.53,0.045513,0.77,0.66,0.67,1.08,7751228.17009106,-1.0,-1.0,0.43,419131.0
2015-04-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.62,3.83,1.21,0.04703818182,0.77,0.66,0.67,1.09,7751228.17009106,-1.0,-1.0,0.44,372724.0
2015-05-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.46,4.56,0.92,0.04737575,0.77,0.66,0.67,1.03,7751228.17009106,-1.0,-1.0,0.47,378877.0
2015-06-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.95,5.34,0.4,0.049037,0.77,0.66,0.67,1.05,7751228.17009106,-1.0,-1.0,0.46,393042.0
2015-07-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,1.84,6.17,0.68,0.05053785714,0.77,0.66,0.67,1.13,7751228.17009106,-1.0,-1.0,0.46,358553.0
2015-08-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.55,6.83,0.58,0.05093956522,0.77,0.66,0.67,1.27,7751228.17009106,-1.0,-1.0,0.46,403875.0
2015-09-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.59,7.06,0.4,0.052531,0.77,0.66,0.67,1.36,7751228.17009106,-1.0,-1.0,0.4476,371571.0
2015-10-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.22,7.64,1.42,0.052531,0.77,0.66,0.67,1.34,7751228.17009106,-1.0,-1.0,0.46,380143.0
2015-11-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.36,8.52,1.76,0.052531,0.77,0.66,0.67,1.45,7751228.17009106,-1.0,-1.0,0.46,295438.0
2015-12-01,18510040.683363665,25092225.35244533,1.6703262176333336,12810132.6315488,11081692.0,0.34,9.62,1.19,0.052531,0.77,0.66,0.67,1.49,7751228.17009106,-1.0,-1.0,0.46,281653.0
2016-01-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.1,10.67,0.44,0.052531,0.77,0.66,0.67,1.49,7751228.17009106,-1.0,-1.0,0.46,314065.0
2016-02-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.39,1.27,1.53,0.052531,0.77,0.66,0.67,1.55,7806241.86849827,-1.0,-1.0,0.47,324706.0
2016-03-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.54,2.18,0.79,0.052531,0.77,0.66,0.67,1.67,7806241.86849827,-1.0,-1.0,0.47,364253.0
2016-04-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.64,2.62,0.43,0.052531,0.77,0.66,0.67,1.67,7806241.86849827,-1.0,-1.0,0.47,349941.0
2016-05-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.55,3.25,0.36,0.052531,0.77,0.66,0.67,1.63,7806241.86849827,-1.0,-1.0,0.47,304772.0
2016-06-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.08,4.05,1.13,0.052531,0.77,0.66,0.67,1.62,7806241.86849827,-1.0,-1.0,0.47,329430.0
2016-07-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,1.93,4.42,1.63,0.052531,0.77,0.66,0.67,1.64,7806241.86849827,-1.0,-1.0,0.47,382585.0
2016-08-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.49,4.96,-0.39,0.052531,0.77,0.66,0.67,1.66,7806241.86849827,-1.0,-1.0,0.46,323510.0
2016-09-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.29,5.42,0.43,0.052531,0.77,0.66,0.67,1.61,7806241.86849827,-1.0,-1.0,0.455,335874.0
2016-10-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.33,5.51,0.03,0.052531,0.77,0.66,0.67,1.62,7806241.86849827,-1.0,-1.0,0.4515999999999999,295163.0
2016-11-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.21,5.78,0.13,0.0521826,0.77,0.66,0.67,1.52,7806241.86849827,-1.0,-1.0,0.4565999999999999,337699.0
2016-12-01,18666720.470407333,27219212.472325586,1.6721929921083334,12169961.4998802,11163018.0,0.16,5.97,0.05,0.05166,0.77,0.66,0.67,1.41,7806241.86849827,-1.0,-1.0,0.46,279028.0
2017-01-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.35,6.29,0.83,0.050788,0.77,0.66,0.67,1.25,7806241.86849827,-1.0,-1.0,0.46,311636.0
2017-02-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.41,0.38,0.43,0.049115,0.77,0.66,0.67,1.2,7820758.2968949,-1.0,2942.0,0.4465999999999999,280736.0
2017-03-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.65,0.71,0.06,0.047865,0.77,0.66,0.67,1.07,7820758.2968949,-1.0,45857.0,0.4465999999999999,352332.0
2017-04-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.16,0.96,-0.38,0.045513,0.77,0.66,0.67,1.02,7820758.2968949,-1.0,235250.0,0.45,280856.0
2017-05-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,-0.02,1.1,-1.24,0.04353744444,0.77,0.66,0.67,1.0,7820758.2968949,-1.0,118213.0,0.455,319397.0
2017-06-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.63,1.42,-0.51,0.041957,0.77,0.66,0.67,0.93,7820758.2968949,-1.0,88878.0,0.4506,295932.0
2017-07-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.93,1.18,-0.96,0.03837,0.77,0.66,0.67,0.86,7820758.2968949,-1.0,1058082.0,0.44,354558.0
2017-08-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.3,1.43,-0.3,0.03785271429,0.77,0.66,0.67,0.75,7820758.2968949,-1.0,211024.0,0.435,360106.0
2017-09-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.36,1.62,0.24,0.034749,0.77,0.66,0.67,0.7,7820758.2968949,-1.0,34909.0,0.4,350123.0
2017-10-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.06,1.78,0.62,0.0318266,0.77,0.66,0.67,0.65,7820758.2968949,-1.0,88266.0,0.42,288254.0
2017-11-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.31,2.21,0.1,0.03056971429,0.77,0.66,0.67,0.65,7820758.2968949,-1.0,21126.0,0.43,301687.0
2017-12-01,18573157.248795416,29277463.05518125,1.6520163491416666,11194463.0473729,11242720.0,0.31,2.5,0.8,0.028333,0.77,0.66,0.67,0.65,7820758.2968949,-1.0,110398.0,0.43,268901.0
2018-01-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.07,2.95,0.74,0.0268514,0.77,0.66,0.67,0.71,7820758.2968949,-1.0,36118.0,0.43,274431.0
2018-02-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.31,0.29,0.58,0.026481,0.77,0.66,0.67,0.68,7813724.30644261,-1.0,-1.0,0.42,298219.0
2018-03-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.13,0.61,0.15,0.02581005556,0.77,0.66,0.67,0.71,7813724.30644261,-1.0,29132.0,0.42,328955.0
2018-04-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.24,0.7,0.56,0.02528571429,0.77,0.66,0.67,0.69,7813724.30644261,-1.0,184951.0,0.43,335039.0
2018-05-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.29,0.92,0.93,0.02462,0.77,0.66,0.67,0.74,7813724.30644261,-1.0,142003.0,0.4342,260723.0
2018-06-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.23,1.33,1.64,0.02462,0.77,0.66,0.67,0.73,7813724.30644261,-1.0,127487.0,0.4372,366929.0
2018-07-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.97,2.6,1.48,0.02462,0.77,0.66,0.67,0.75,7813724.30644261,-1.0,1166951.0,0.46,353426.0
2018-08-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.61,2.94,0.44,0.02462,0.77,0.66,0.67,0.77,7813724.30644261,-1.0,171434.0,0.46,344937.0
2018-09-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.15,2.85,0.68,0.02462,0.77,0.66,0.67,0.84,7813724.30644261,-1.0,-1.0,0.46,302082.0
2018-10-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.23,3.34,1.79,0.02462,0.77,0.66,0.67,0.87,7813724.30644261,-1.0,71160.0,0.46,294467.0
2018-11-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.35,3.81,0.26,0.02462,0.77,0.66,0.67,0.88,7813724.30644261,-1.0,24436.0,0.46,336029.0
2018-12-01,18671079.237016834,30502368.040574748,1.649258665925,9840820.46822287,11320892.0,0.13,3.59,-1.14,0.02462,0.77,0.66,0.67,0.86,7813724.30644261,-1.0,112636.0,0.46,278117.0
2019-01-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.13,3.75,-0.45,0.02462,0.77,0.66,0.67,0.85,7813724.30644261,-1.0,47378.0,0.46,323005.0
2019-02-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.49,0.32,0.07,0.02462,0.77,0.66,0.67,0.81,7827728.36985003,-1.0,14164.0,0.45,291453.0
2019-03-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.09,0.75,1.25,0.02462,0.77,0.66,0.67,0.75,7827728.36985003,-1.0,28503.0,0.44,300203.0
2019-04-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.31,1.51,1.07,0.02462,0.77,0.66,0.67,0.74,7827728.36985003,-1.0,222054.0,0.45,317058.0
2019-05-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.38,2.09,0.9,0.02462,0.77,0.66,0.67,0.7,7827728.36985003,-1.0,152744.0,0.44,314142.0
2019-06-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.03,2.22,0.4,0.02462,0.77,0.66,0.67,0.71,7827728.36985003,-1.0,102905.0,0.44,301878.0
2019-07-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.88,2.23,0.63,0.02462,0.77,0.66,0.67,0.7,7827728.36985003,-1.0,1244707.0,0.445,358797.0
2019-08-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.58,2.42,-0.01,0.02462,0.77,0.66,0.67,0.69,7827728.36985003,-1.0,263867.0,0.435,356169.0
2019-09-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.42,2.54,-0.51,0.022751,0.77,0.66,0.67,0.62,7827728.36985003,-1.0,-1.0,0.45,316188.0
2019-10-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.46,2.49,0.5,0.02203519048,0.77,0.66,0.67,0.59,7827728.36985003,-1.0,53007.0,0.45,346214.0
2019-11-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.18,2.6,0.55,0.02078995652,0.77,0.66,0.67,0.57,7827728.36985003,-1.0,18644.0,0.45,323401.0
2019-12-01,18894016.22301292,31880676.055667747,1.6648269545416667,9685502.5559841,11348937.0,0.04,3.12,0.85,0.018985,0.77,0.66,0.67,0.54,7827728.36985003,-1.0,110475.0,0.44,238466.0
