,Roraima - IDH,Roraima - Consumo de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Roraima - PIB - Estadual,Roraima - PIB - Construção Civil,Roraima - PIB - Per Capita,Roraima - PIB - Preços de Mercado,Roraima - Desemprego,Roraima - value
2012-2,0.7360752348484848,9.563,0.476080947409229,-9928.241624071832,2.1011962123086314,0.7404291834197307,0.547043585265198,193353913.43027985,7816645.273799296,0.5998092162889704,7108112.961837524,347592.30463834,12.18618115481974,5612733.436348241,8.726775484394338,0.3549254516941084
2012-3,0.7360619606060606,9.217,0.4859216468538039,-9880.218215766452,2.117529533577395,0.8195461604428426,0.5760461169470958,193449623.3626464,7818155.163588634,0.5994875672440965,7120088.919134826,347773.3770033845,12.185823104409042,5615956.934722645,8.801713870701576,0.3559126857557006
2012-4,0.7360486863636363,8.291,0.495982472496991,-10098.092464217463,2.1289644149802243,0.6810678508344918,0.5748028697718967,193545333.2950128,7819665.053377971,0.6070633278923643,7132064.87643213,347954.44936842896,12.185465053998342,5619180.433097049,8.876652257008816,0.3568983006794971
2012-5,0.736035412121212,9.572,0.4931284401808382,-9610.545103294866,2.157948049971086,0.5439273938364722,0.5455839993066408,193641043.2273793,7821174.943167307,0.6337829017520761,7144040.833729434,348135.5217334734,12.185107003587644,5622403.931471453,8.951590643316056,0.3579218963294532
2012-6,0.7360221378787878,7.885,0.4947842743091953,-9553.334932170872,2.190346510129612,0.5485345391500699,0.5142239683724931,193736753.15974572,7822684.832956645,0.6091979248637831,7156016.791026737,348316.59409851785,12.184748953176944,5625627.429845857,9.026529029623296,0.3588189585166489
2012-7,0.7360088636363635,7.461,0.4943665113324502,-9513.302050841186,2.214523649851895,0.5506897392060969,0.4886763343071003,193832463.09211224,7824194.722745982,0.6098789200190179,7167992.74832404,348497.6664635623,12.184390902766246,5628850.928220261,9.101467415930536,0.3600682381302098
2012-8,0.7359955893939394,9.928,0.4915042848216534,-9248.591121065274,2.219844415701115,0.6454078839920825,0.4575820419650054,193928173.0244788,7825704.612535319,0.5983134710296607,7179968.705621344,348678.7388286068,12.184032852355546,5632074.426594665,9.176405802237774,0.3613548412788077
2012-9,0.7359823151515151,6.799,0.495333786512332,-8953.98283753283,2.23523857379288,0.7409720966684825,0.4292143004039244,194023882.9568452,7827214.502324657,0.5963880599560772,7191944.662918647,348859.8111936512,12.183674801944846,5635297.92496907,9.251344188545014,0.3626472567382354
2012-10,0.7359690409090909,6.685,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6128687011734038,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735,7203920.620215951,349040.88355869567,12.183316751534148,5638521.423343474,9.326282574852254,0.3639990591520312
2012-11,0.7359557666666666,7.509,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8852303174292789,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005,7215896.577513254,349221.95592374017,12.182958701123448,5641744.921717878,9.401220961159492,0.3653628902142008
