, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Paraná - Desemprego,Paraná - value,Paraná - Produção de Cimento (t),Paraná - PIB - Estadual,Paraná - PIB - Construção Civil,Paraná - PIB - Per Capita,Paraná - PIB - Preços de Mercado,Paraná - IDH,Paraná - Consumo de Cimento (t)
2015-6,0.5478333106966745,-1067.0845865121862,2.546115295902478,1.0942617674036763,0.4987332763683365,196818954.7009121,7827277.0265994,0.5400657850543165,7.82468123717149,0.4358872384233953,477.00424973786585,241604025.2340621,11050321.28856614,18.029372831549043,192675902.85751012,0.7867030448295502,361.666
2015-7,0.5365873701380962,-977.4173895299176,2.494946044886325,0.8220034096531711,0.4787533394551196,196895965.7893657,7826088.139190003,0.5074060266479925,7.826965273880232,0.4323578705122587,478.42052745091104,241722601.06648132,11045013.635895064,18.028993404258276,192678120.3117907,0.7869406697318301,361.666
2015-8,0.5273742665657696,-1005.6966908148006,2.438647482980156,1.1021464711143305,0.471500431076438,196972976.8778193,7824899.251780608,0.5018784506026249,7.829249310588974,0.4284658869848975,480.0088570186305,241841176.8989006,11039705.983223988,18.028613976967502,192680337.76607123,0.7871782946341099,361.666
2015-9,0.5254036415611213,-1039.1595055245705,2.375528331843324,0.9550162189144316,0.4754222059965265,197049987.9662729,7823710.364371212,0.4892573432807409,7.831533347297715,0.4247767045853328,480.7881599495374,241959752.73131984,11034398.330552911,18.02823454967673,192682555.2203518,0.7874159195363899,361.666
2015-10,0.5220003499305623,-1243.715598453343,2.3072500360953296,1.155559718430175,0.4476002509116798,197126999.05472648,7822521.476961817,0.4890711871355146,7.8338173840064576,0.420897084293454,481.0892673498327,242078328.5637391,11029090.677881831,18.02785512238596,192684772.6746323,0.7876535444386698,361.666
2015-11,0.5097139584731153,-1329.2467358809024,2.2426446030768825,1.0277227053462428,0.4263937170455484,197204010.14318004,7821332.589552421,0.4860587480427329,7.8361014207152,0.4171985148624699,479.8612093214247,242196904.39615837,11023783.025210757,18.027475695095188,192686990.12891287,0.7878911693409496,361.666
2015-12,0.4963303303387326,-1107.7866583101536,2.1904251534185515,1.1001608888830354,0.4149277811632851,197281021.23163363,7820143.702143026,0.4784691485313357,7.838385457423941,0.4141662285716306,479.4188470140003,242315480.2285776,11018475.37253968,18.027096267804417,192689207.5831934,0.7881287942432296,361.666
2016-1,0.4804030314721972,-3390.8754810096625,2.1483491910676875,1.101655259880485,0.4151945630880473,197358032.3200872,7818954.81473363,0.4806328467484032,7.840669494132683,0.411004976354729,477.8321670469008,242434056.06099683,11013167.719868604,18.026716840513647,192691425.03747395,0.7883664191455094,345.04100000000017
2016-2,0.4582345653383405,-2667.741466194896,2.1171823395135774,0.998076311715314,0.3840895451802815,197432600.1003621,7817259.857969137,0.4731333880353363,7.816705404514238,0.408322352700303,477.8036014972202,242465384.0739707,11009939.167213736,18.026369624349112,192687187.5542553,0.7883010132299451,328.416
2016-3,0.4382653615092318,-2859.062558346457,2.0931033141951554,1.050583032622211,0.3756470321164557,197507167.8806371,7815564.901204644,0.4648157232951847,7.792741314895792,0.4060391723877254,479.6488304628431,242496712.08694455,11006710.614558868,18.026022408184573,192682950.07103676,0.7882356073143808,328.416
2016-4,0.4301790666375651,-3169.352453991868,2.072428815903636,1.0407778297845294,0.3820964756373156,197581735.66091204,7813869.944440151,0.455186748552417,7.768777225277347,0.4043001893983196,480.0745474898764,242528040.09991848,11003482.061903998,18.02567519202004,192678712.58781812,0.7881702013988166,328.416
