Ano,Rondônia,Acre,Amazonas,Roraima,Pará,Amapá,Tocantins,Maranhão,Piauí,Ceará,Rio Grande do Norte,Paraíba,Pernambuco,Alagoas,Sergipe,Bahia,Minas Gerais,Espírito Santo,Rio de Janeiro,São Paulo,Paraná,Santa Catarina,Rio Grande do Sul,Mato Grosso do Sul,Mato Grosso,Goiás,Distrito Federal
2011-2,18278.23,18778.72,19021.39,19482.21,17919.21,18034.5,18248.59,18521.03,17389.99,17829.98,16618.41,16664.24,18448.12,17943.25,16780.06,18155.75,18841.77,17811.49,20658.66,20359.9,18832.4,18460.64,17977.01,17641.0,17982.67,17442.4,19170.02
2011-3,18322.09,18817.27,19060.62,19491.61,17918.37,18095.91,18256.31,18543.65,17441.92,17824.27,16643.43,16709.75,18490.49,17985.86,16895.43,18182.52,18858.12,17813.77,21638.34,20382.45,18898.63,18529.62,18024.57,17665.87,18016.28,17463.51,19190.55
2011-4,18414.83,19404.41,19068.54,19465.64,17982.18,18108.01,18286.66,18628.08,17445.73,17855.73,16676.32,16767.09,18537.91,18081.37,16886.36,18855.56,18874.03,17816.72,21723.91,20394.22,18902.39,18583.91,18060.04,17773.74,18008.97,17535.01,19267.18
2011-5,18970.51,19542.99,19117.76,19434.18,18038.96,18122.6,18262.71,18693.12,17456.73,18409.75,16683.75,17456.82,18551.28,18075.66,17611.47,18896.95,18955.18,17811.56,21808.68,20980.23,18968.74,19351.25,18194.65,18645.66,18089.57,18359.25,19922.08
2011-6,19023.11,19614.63,19158.88,19498.58,18045.43,18129.26,18316.47,19058.65,17503.85,18422.59,16717.86,17530.73,18595.0,18583.68,17698.67,18941.38,18984.66,18287.04,21825.76,21051.49,19061.57,19381.93,18869.24,18774.83,19103.4,18396.38,19922.77
2011-7,18968.26,20394.62,19886.36,19498.88,18076.34,18154.21,18347.62,19117.09,17590.02,18444.9,16700.31,17609.09,18596.39,18585.19,17702.15,18934.33,19002.0,18288.15,21820.88,21139.88,19963.06,19425.66,18835.2,18823.51,19110.34,18423.77,19949.54
2011-8,18981.68,20412.39,19865.82,19510.14,18087.14,18121.34,18371.58,19160.06,17576.36,18475.3,16726.42,17606.71,18606.67,18604.63,17711.45,18955.95,19038.1,18359.73,21821.67,21214.93,19981.07,19455.66,18850.09,18838.91,19185.17,18438.42,19966.93
2011-9,19055.31,20452.89,19921.72,19530.39,18147.1,18189.93,18359.69,19182.88,17595.98,18458.19,16741.6,17730.47,18628.41,18594.81,17736.78,18959.92,19075.95,18380.0,21869.39,21270.4,19995.21,19500.52,18874.78,18860.61,19208.94,18496.39,20127.29
2011-10,19008.9,20556.55,19951.31,20137.95,18887.15,18366.22,18398.28,19170.56,17611.11,18452.57,16760.27,17818.79,18656.04,18648.57,17765.92,19017.36,19096.24,18414.61,21986.83,21272.71,20032.71,19504.51,18908.67,18892.02,19340.36,18556.73,20119.37
2011-11,19072.12,20620.13,20003.99,20252.95,18915.03,18404.4,18408.31,19258.21,17670.4,18492.01,17402.6,17819.41,19374.3,18670.41,17794.44,19045.63,19104.9,18421.94,21989.13,21284.82,20076.96,19478.84,18912.64,18879.04,19383.53,18580.59,20702.98
2011-12,19144.41,20650.03,20021.85,20253.62,18901.06,18594.14,18483.58,19322.22,17713.97,18519.37,17399.28,17813.64,19395.89,18694.52,17803.81,19063.27,19118.21,18422.4,22018.57,21300.74,20119.3,19512.05,18914.49,18947.29,19361.76,18609.05,20739.63
2012-1,20108.29,20611.28,20054.78,20243.14,18913.91,19546.43,18482.54,19282.64,17690.78,18578.04,17412.91,17820.47,19406.09,18692.11,17848.08,19122.47,19730.95,18456.89,22064.21,21370.64,20118.22,19535.08,18891.33,18929.69,19416.53,18610.07,20742.6
2012-2,20228.47,20810.03,20078.63,20405.52,18998.25,19696.22,18567.28,19331.36,18278.27,18638.95,17397.17,17908.92,19412.63,18704.2,17964.57,19186.59,19771.47,18585.34,22132.29,21387.17,20225.0,19556.73,18935.25,18973.49,19373.32,18725.83,20773.09
2012-3,20157.69,20899.05,20133.48,20425.55,19002.56,19715.45,19308.16,19416.32,18317.39,18652.16,17447.79,17929.7,19427.04,18737.73,17966.43,19361.06,19837.79,18625.52,22135.89,21431.71,20335.48,19578.6,19138.85,18996.91,19377.96,18784.31,20788.22
2012-4,20257.82,20878.92,20144.7,20487.27,19025.54,19742.68,19334.52,19620.56,18354.69,18674.99,17427.51,17949.59,19521.62,18789.71,18475.83,19645.12,19850.2,18648.47,23084.43,21436.25,20425.59,19617.96,19197.27,19042.51,19284.13,18800.21,20817.2
2012-5,20495.79,20929.77,20210.34,20533.43,19024.43,19795.37,19423.26,19652.24,18355.85,18686.04,17413.63,17984.94,19555.8,18841.62,18492.05,19655.31,19913.23,18705.22,23114.75,21976.7,20558.13,19674.84,19257.86,19017.41,19285.64,18845.52,20831.47
2012-6,20392.4,20942.44,20352.95,20704.39,19089.48,19816.11,19556.22,19657.65,18434.45,19247.06,17421.7,18017.17,19567.68,19275.84,18532.73,19676.61,19927.16,19111.27,23135.59,22052.97,20633.66,20850.6,19288.25,19472.86,19296.41,18929.91,21573.56
2012-7,20448.23,20976.66,20361.3,20645.01,19138.25,19869.3,19557.62,19700.12,18517.24,19207.9,17459.19,18031.25,19553.73,19280.28,18537.77,19772.7,19970.81,19132.19,23140.12,22106.14,21125.7,20959.07,19376.09,19549.67,19323.93,18955.0,21601.55
2012-8,20555.58,21883.95,20833.3,20691.97,19224.58,20182.76,19892.16,19746.85,18595.78,19242.34,17468.27,18854.06,19377.84,19341.4,18544.06,19796.07,19970.34,19228.21,23146.56,22131.65,21834.68,21068.0,19460.77,19591.95,20304.95,19867.44,21632.71
2012-9,20677.39,21881.33,20806.25,20699.76,19147.15,20205.95,19887.28,20148.51,18551.15,19274.31,17450.48,18851.65,19416.91,19307.89,18541.57,19788.3,19985.0,19225.93,23222.96,22129.48,21942.41,21118.76,19554.19,19524.92,20551.73,19897.22,21526.21
2012-10,20794.53,21972.37,20806.01,20665.49,19885.33,20308.79,19827.28,20154.96,18603.27,19383.78,17430.6,19016.5,19447.43,19359.07,18555.22,19840.24,19994.55,19657.17,23293.93,22148.76,21928.58,21201.27,19555.51,19542.31,20607.7,19873.49,21519.66
2012-11,20754.09,22109.87,20704.12,21428.24,19837.82,20327.35,19793.79,20168.9,18665.86,19427.62,17477.31,19031.85,19539.81,19333.78,18565.38,19862.01,20066.13,19934.82,23348.12,22248.76,21944.88,21211.8,19570.71,19650.12,20633.7,19949.27,21570.8
2012-12,20909.01,22230.97,20692.62,21413.84,19902.86,20333.66,19839.93,20456.85,18673.81,19446.67,18161.69,19044.19,20167.27,19337.83,18596.16,19937.8,20060.31,19983.77,23413.21,22271.74,21960.01,21404.59,19606.07,19639.6,20707.66,19904.23,21676.44
2013-1,20977.04,22287.72,20685.54,21417.48,19976.55,21050.16,19840.28,20511.71,18743.0,19464.01,18156.86,19079.45,20171.58,19379.42,18634.24,19951.34,20079.3,20062.99,23527.24,22300.71,21990.38,21439.81,19663.24,19619.48,20700.54,19923.58,21712.01
2013-2,21013.79,22433.75,20803.74,21473.61,19984.62,21074.04,19940.26,20612.98,18751.59,19540.32,18218.88,19140.41,20169.35,19413.02,18858.4,20031.67,21045.44,20088.71,23655.19,22332.31,22012.54,21490.01,19955.68,19781.89,20783.8,19934.63,21726.43
2013-3,21762.14,22338.7,20850.64,21535.47,20067.49,21008.41,19959.4,20623.46,19475.32,19508.14,18286.5,19119.21,20221.42,19417.51,18935.38,19985.29,21055.79,20036.86,23685.89,22326.74,22163.65,21521.08,20149.33,19806.87,20725.61,19952.16,21690.88
2013-4,21942.81,22529.71,21064.94,21556.89,20015.42,21078.54,20024.5,20590.13,19563.62,19543.11,18293.84,19076.55,20241.29,19466.29,18972.46,20657.22,21036.36,20078.89,24587.57,22382.98,22172.89,21560.78,20183.54,19915.56,20702.13,20083.57,21715.87
2013-5,20713.44,21259.68,19842.81,20313.05,18886.79,19977.62,19509.32,19433.38,18615.27,18570.73,17243.99,18853.95,19118.12,18911.13,18294.76,19400.69,19847.48,19419.12,23107.63,21572.39,20786.66,20906.02,19146.0,18882.18,19631.23,19006.06,20525.2
2013-6,21989.91,23249.65,20889.88,21710.27,19961.05,21219.9,20980.15,20676.42,19710.42,20159.12,18324.95,19964.31,20281.68,20191.33,19555.76,20694.13,21239.13,20925.39,24848.3,23589.58,22262.9,22918.93,21058.77,19899.71,20845.63,20316.29,22513.71
2013-7,20752.23,21877.6,19724.19,20375.22,18784.71,19976.86,19693.73,19535.93,18661.78,19213.97,17361.33,18863.64,19157.06,19008.15,18427.2,19363.26,19926.81,19925.39,23153.5,21962.67,20853.77,21428.55,19889.17,19009.26,19702.3,20120.9,21215.66
2013-8,20752.71,21931.61,20343.3,20378.07,18809.52,20064.08,19738.65,19451.07,18743.06,19312.14,17450.1,18924.74,19268.5,18992.81,18360.5,19435.63,19917.16,19926.51,23186.69,22054.39,21801.04,21418.2,19792.53,19710.83,19656.05,20132.09,21158.33
2013-9,20841.7,22000.06,20366.54,20467.69,19546.96,20081.59,19849.89,19728.78,18883.13,19470.27,17624.95,18992.43,19386.26,19078.12,18378.56,19433.14,19941.11,19961.42,23319.4,22122.53,21955.91,21519.54,19863.14,19881.55,19711.87,20149.08,21337.53
2013-10,20941.19,22227.62,20511.83,21219.38,19745.55,20282.77,20160.85,19821.99,18865.68,19671.2,17557.94,19065.81,19455.35,19083.86,18447.86,19567.18,19931.84,20041.6,23403.76,22145.94,21995.43,21650.46,19889.97,19951.31,20628.47,20230.12,21320.5
2013-11,21010.75,22273.43,20535.38,21265.84,19807.73,20577.28,20257.94,20164.0,18939.08,19732.24,18331.22,19107.09,19501.03,19153.48,18465.32,19642.4,20057.35,20026.72,23397.35,22308.66,21972.09,21790.98,19824.4,19959.86,20650.49,20260.24,21348.36
2013-12,21049.95,22407.1,20661.63,21266.07,19906.41,20754.46,20314.41,20219.57,19756.05,19713.36,18343.68,19143.04,20268.86,19138.15,18577.27,19704.04,20716.76,20073.01,23467.02,22413.74,21996.7,21851.6,19904.75,20004.36,20731.96,20261.25,21368.12
2014-1,21107.08,22577.52,20740.56,21414.42,20007.6,21441.88,20601.76,20311.67,19800.26,19813.7,18507.07,19092.61,20363.32,19207.13,18815.22,19888.59,20818.9,20179.16,23585.41,22499.17,22023.4,22037.99,19921.53,19957.14,20644.99,20441.07,21493.76
2014-2,21742.57,22624.87,20878.29,21583.62,20179.41,21523.84,20603.83,20397.37,19783.05,19877.89,18493.77,19199.7,20452.31,19267.11,18915.88,19978.77,20909.62,20293.49,23743.09,22599.43,22026.32,22111.59,20060.77,20063.56,20710.92,20528.36,21428.64
2014-3,21735.62,22720.0,20951.76,21517.63,20296.93,22054.16,20710.19,20592.85,19913.1,20000.3,18617.79,19267.98,20524.46,19349.58,18936.12,20194.99,21042.31,20519.83,24035.62,22781.76,22101.3,22228.47,20188.21,20158.73,20767.15,20611.92,21520.87
2014-4,21940.53,22792.68,20994.17,21541.14,20248.04,21964.25,20623.22,20534.81,19959.42,20113.5,18630.46,19331.44,20737.52,19387.83,18946.82,20711.63,21095.37,20648.06,24107.82,22825.02,22216.52,22245.37,20308.72,20226.48,20822.11,20715.95,21526.48
2014-5,22101.55,22848.85,21093.91,21722.65,20229.06,22090.45,20758.03,20510.44,19983.89,20094.26,18653.46,19928.08,20873.46,19359.3,19482.96,20750.74,21057.42,20660.63,25089.62,23414.4,22195.32,22272.82,20432.4,20251.45,20892.4,20759.87,21630.97
2014-6,22127.84,22662.2,20992.74,21797.92,20246.98,22109.86,21461.09,20467.84,20047.7,20151.17,18770.33,20044.97,20949.13,19424.79,19521.43,20766.63,21107.82,21412.53,25087.43,23649.76,22183.54,22823.15,20519.05,20873.79,20917.96,20833.13,21780.52
2014-7,22077.79,23532.73,21006.6,21824.88,20275.99,22116.37,21452.87,20508.47,19947.1,20725.66,18682.41,20044.97,20996.89,19756.15,19525.72,20728.38,21289.79,21365.36,25096.7,23638.07,22331.99,22863.8,21307.26,20928.65,20951.08,20865.31,22856.35
2014-8,22102.7,23684.36,21616.45,21934.08,20357.19,22178.07,21357.35,20447.27,19961.36,20634.43,18656.63,20112.84,21164.66,19766.62,19468.44,20747.92,21349.67,21367.01,25170.57,23641.26,22702.36,22722.38,21372.95,21023.68,21908.22,21525.67,22883.85
2014-9,22112.18,23697.61,21583.05,21953.9,20360.0,22185.39,21448.4,20616.76,20019.76,20668.38,18720.04,20274.02,21153.26,19743.93,19533.62,20769.23,21340.88,21318.89,25272.48,23679.15,22725.18,22862.68,21404.26,20965.22,21999.47,21546.92,22952.67
2014-10,22134.79,23794.56,21607.59,22841.92,20910.66,22130.63,21674.77,20633.89,20094.8,20688.46,18676.05,20374.12,21171.85,19837.5,19558.26,20806.68,21407.06,21362.99,25399.75,23708.37,22682.74,22993.56,21467.57,21078.28,21967.92,21425.75,22975.65
2014-11,22207.63,23893.33,21648.25,22687.8,20951.09,22305.39,21697.4,20487.23,20208.12,20683.59,18773.9,20507.34,21998.33,19957.4,19567.41,20828.34,21347.14,21510.22,25391.7,23653.64,22792.4,23082.25,21387.78,21022.68,22022.66,21513.35,23078.17
2014-12,22262.5,23867.61,21772.17,22753.95,20956.56,22124.9,21694.29,20582.16,20827.56,20722.24,19409.72,20466.82,21962.06,20102.38,19486.47,20934.5,22107.05,21683.06,25481.33,23624.03,22837.14,23304.3,21461.8,20965.25,22042.33,21706.54,23084.37
2015-1,22323.72,23904.71,21870.41,22910.99,21074.24,23071.6,21587.68,20580.05,20811.35,20716.65,19463.76,20582.11,22005.04,20197.48,19659.21,20996.69,22151.44,21710.89,25560.53,23657.75,22803.9,23541.71,21470.77,20962.96,22045.38,21750.46,23147.14
2015-2,22273.21,23867.71,21849.27,22895.02,21198.86,23125.45,21902.41,20573.03,20872.83,20812.87,19520.3,20669.29,21918.63,20338.35,19884.43,21144.1,22162.39,21774.69,25548.44,23702.92,22777.13,23576.84,21598.1,21073.3,22084.99,21856.95,23135.24
2015-3,22237.01,23985.12,22033.09,22849.03,21193.48,23108.75,21881.6,21063.96,20946.12,20821.35,19518.09,20712.12,21782.07,20473.47,19990.79,21131.62,22222.44,21785.56,25503.94,23716.63,22855.17,23725.29,21934.86,21081.78,22132.97,21908.4,23150.86
2015-4,22347.07,23971.14,22135.47,22825.8,21168.66,23131.36,22044.44,21175.81,21035.98,21002.83,19491.35,20627.8,21743.76,20462.71,20101.9,21841.87,22235.38,21875.04,25533.18,23852.7,22967.72,23858.53,21995.15,21097.04,22146.15,21925.53,23070.58
2015-5,23158.49,24027.34,22202.95,22779.39,21162.67,23057.73,21978.29,21274.84,21141.07,21100.42,19540.41,20716.28,21678.4,20565.52,20313.41,21839.32,22389.95,21871.44,26411.87,24700.79,23053.5,23958.07,22142.52,21184.06,22297.85,21949.15,23173.35
2015-6,23212.68,24939.91,22246.23,22864.06,21265.07,23121.89,22014.14,21364.41,21201.16,21163.67,19585.99,21062.25,21699.62,21181.92,20823.33,21880.54,22412.05,22468.18,26555.95,24968.85,23161.51,24734.81,22171.71,21936.71,22244.55,21989.87,23177.73
2015-7,23216.56,24939.1,22430.6,22951.53,21523.34,23159.85,22695.17,21403.24,21192.0,21840.87,19685.83,21212.57,21701.58,21156.55,20923.72,21885.75,22537.88,22777.32,26560.62,25094.04,23271.28,25083.26,22679.84,22091.34,22368.12,22108.67,23931.45
2015-8,23141.26,24908.69,23164.82,23009.15,21624.11,23206.42,22689.12,21401.47,21236.58,21823.75,19716.5,21213.14,21756.56,21254.95,20949.88,21882.83,22589.47,22727.49,26465.64,25143.36,24223.25,25111.93,23169.92,22125.66,23126.38,22958.01,23954.85
2015-9,23276.81,25059.52,23349.18,23126.56,21715.19,23293.06,22891.95,21587.96,21303.77,22007.43,19917.82,21242.16,21930.33,21502.61,21051.79,22046.96,22671.25,22847.92,26369.92,25105.57,24230.87,25321.88,23166.63,22087.98,23280.76,22980.14,23986.21
2015-10,23260.96,25254.2,23496.36,24040.35,22703.46,23299.86,22628.15,21697.13,21394.37,22062.04,20018.65,21622.32,21912.24,21488.21,21018.56,22067.7,22623.28,22894.18,26374.88,25160.52,24215.48,25299.22,23138.87,22125.09,23256.52,23014.38,23983.51
2015-11,23344.37,25259.62,23609.93,23983.32,22755.24,23431.82,22773.59,21726.3,21447.83,22054.22,20908.04,21596.77,22048.79,21557.95,21044.89,22046.91,22691.63,22999.58,26431.27,25164.43,24249.29,25427.55,23226.13,22236.98,23257.09,23081.35,24048.62
2015-12,23180.77,25003.09,23606.17,23928.26,22788.83,24344.82,22848.89,21735.6,21416.02,22027.62,20820.03,21600.96,22038.66,21592.95,20981.24,22048.37,22713.23,22900.68,26346.61,25185.22,24357.56,25390.98,23275.11,22310.62,23349.54,22996.6,24146.56
2016-1,23122.33,25140.78,23554.48,24031.77,22897.65,24467.28,23444.97,21743.28,22396.71,22316.39,20959.2,21608.4,22192.7,21584.57,21230.81,22488.92,22767.69,22979.33,26388.93,25247.48,24489.06,25429.86,23262.71,22401.34,23450.3,23073.02,24349.4
2016-2,23219.36,25283.88,23670.8,24095.79,23162.82,24124.03,23525.62,21994.23,22501.96,22440.93,20916.1,21781.1,23328.16,21760.03,21250.64,22568.09,22936.86,23188.97,26462.18,25389.69,24579.69,25587.13,23778.98,22520.58,23486.27,23157.18,24484.96
2016-3,23377.97,25134.96,23607.39,24131.61,23223.44,24218.12,23536.41,22442.61,22502.65,22385.98,20980.14,21774.44,23288.56,21803.32,21255.13,22428.78,24078.64,23287.11,26537.62,25447.62,24792.3,25674.93,23927.19,22606.47,23369.52,23230.23,24530.12
2016-4,23419.52,25267.99,23561.08,24121.53,23256.66,24245.63,23564.82,22367.91,22630.21,22510.07,20936.93,22328.18,23264.73,21932.34,21910.34,23133.04,24113.36,23350.07,26531.38,25399.28,24855.02,25738.72,23982.85,22734.58,23457.73,23370.9,24576.43
2016-5,24415.71,25334.86,23328.46,24184.31,23364.56,24332.07,23574.17,22510.18,22756.42,22627.2,20964.41,22333.57,23356.88,21890.13,21861.65,23277.34,24155.34,23355.94,26584.14,26239.94,24809.25,25838.1,24063.46,23382.84,23338.39,23415.27,24563.48
2016-6,24307.3,26196.67,23416.0,24150.35,23427.71,24246.44,23451.69,22523.74,22588.63,23393.21,20957.78,22323.37,23331.44,22673.18,21949.44,23291.44,24214.45,23316.88,27914.08,26447.61,24753.68,26664.58,24239.61,23458.25,23376.2,23482.58,24584.47
2016-7,24290.84,26290.26,23390.56,24068.24,23502.14,24232.12,23514.43,22955.6,22389.08,23462.87,20941.89,22376.82,23413.78,22754.16,21963.84,23317.15,24215.63,23481.74,27882.69,26494.74,24777.7,26838.32,24238.97,23503.36,23419.56,23490.87,24601.83
2016-8,24323.11,26337.68,23340.06,24002.71,23533.73,24307.91,23602.9,22974.22,22419.08,23503.23,21115.04,22631.67,23347.19,22706.63,21999.44,23329.79,24135.27,23967.64,27844.3,26481.83,24759.18,26813.63,24327.24,23634.42,24467.0,24212.4,24578.08
2016-9,24377.66,26102.09,23349.76,25311.94,23649.24,24350.9,23648.81,22972.05,22282.82,23436.78,21118.99,22775.28,23308.08,22734.8,21988.46,23337.65,24257.87,24017.63,27813.04,26641.33,24835.05,26821.73,24394.37,23529.37,24572.47,24225.86,24959.22
2016-10,24397.66,26162.09,23340.22,25307.95,24489.8,24417.41,23881.82,23046.59,22279.1,23376.69,21180.25,22806.83,23331.58,22735.78,21970.61,23379.03,24307.79,24084.92,27807.9,27072.18,24856.37,27088.09,24944.14,23348.03,24621.63,24321.98,24996.27
2016-11,24492.85,26256.4,23313.02,25324.1,24394.34,24480.72,24014.48,23111.33,22393.5,23375.89,21183.08,22904.18,23865.28,22723.47,21931.41,23396.3,24250.69,24392.78,27752.07,27014.6,24825.94,27199.53,24958.2,23328.34,24719.17,24317.63,24994.34
2016-12,24353.94,26296.08,23253.36,25334.61,24415.22,24473.85,24651.71,23088.23,23104.12,23467.61,21788.32,22940.02,24018.06,22759.61,21932.22,23289.37,24314.41,24704.83,27816.77,27005.53,25861.52,27267.67,24955.29,23474.41,24576.47,24326.78,25516.65
2017-1,24355.41,26469.99,24115.32,25393.55,24398.6,25163.01,24763.57,23189.2,23110.93,23526.39,21821.39,22820.64,24534.93,22675.24,21961.49,23406.92,24329.04,24714.58,27826.98,27115.72,25914.89,27333.33,24924.12,23382.31,24567.12,24446.96,25423.12
2017-2,24423.93,26439.37,24099.03,25366.12,24450.72,25203.31,24859.99,23202.57,23281.14,23578.2,21919.47,22808.78,24555.47,22664.49,22034.22,23449.38,24352.54,24800.35,27782.57,27289.87,25910.68,27487.85,24936.97,23495.25,24621.68,24420.06,25468.92
2017-3,24380.71,26569.49,24220.86,25623.01,24297.79,25250.39,25126.22,23787.54,23308.71,23560.61,22008.01,22855.81,24546.76,22746.02,22087.79,23496.4,25070.88,24861.73,27753.71,27200.0,26011.9,27514.03,25027.34,23538.22,24835.96,24418.1,25516.15
2017-4,24367.86,26496.45,24254.22,25666.81,24289.42,25213.32,25259.29,23840.87,23402.55,23600.36,22069.05,23514.41,24546.28,22838.1,22066.67,23623.05,25053.88,24817.85,27797.45,27201.69,25970.01,27636.04,25056.02,23548.06,24645.52,24502.53,25502.0
2017-5,24403.21,26477.29,24283.55,25628.12,24243.4,25293.86,25391.29,23923.56,23411.74,23619.26,22162.59,23504.41,24503.95,22886.26,22535.56,24122.9,25130.19,24849.7,27789.6,27225.78,25918.54,27692.47,25129.09,23617.75,24704.28,24537.43,25545.68
2017-6,24924.86,27170.39,24317.7,25727.53,24208.69,25263.64,25329.27,23827.66,23441.05,23504.56,22222.51,23507.33,24514.06,22877.84,22484.27,24128.71,25225.03,24892.13,27910.45,27349.28,25905.0,28431.97,25078.42,23624.95,24985.69,24611.75,26096.05
2017-7,24977.06,27157.78,24343.7,25741.66,24140.9,25201.45,25550.17,23990.21,23478.48,23528.31,22281.05,23541.18,24391.84,23318.98,22490.74,24154.86,25317.6,25174.19,28716.79,27477.16,26326.95,28526.64,25550.08,24061.43,25034.34,24481.14,26178.54
2017-8,25086.71,27329.26,24271.14,25743.88,24099.34,25277.59,25605.61,24003.12,23651.54,24154.51,22353.02,23530.0,24457.62,23269.72,22502.02,24110.32,25343.99,25122.31,28774.05,27463.4,26296.41,28643.84,25611.79,24016.13,24978.77,24679.34,26343.6
2017-9,25077.37,27395.72,24389.68,25765.15,24427.21,25277.14,25553.82,24089.14,23712.15,24343.38,22293.88,23600.46,24510.98,23504.86,22466.51,24226.7,25329.0,25197.59,28791.37,27514.86,26292.64,28722.93,25674.37,24133.62,25028.39,24795.06,26512.08
2017-10,25209.36,27567.21,24440.71,26053.06,24444.31,25361.19,25747.22,24090.23,23740.89,24306.76,22352.09,23884.93,24549.51,23671.86,22433.29,24286.47,25360.51,25160.59,28823.46,27530.12,26290.97,28795.4,25639.67,24263.85,25066.47,25436.79,26562.2
2017-11,25412.09,27692.23,24477.02,26113.84,24544.11,25412.43,25705.76,24235.78,23821.86,24395.04,22400.76,23853.96,24866.8,23900.83,22604.09,24380.68,25377.85,25248.38,28924.41,27783.38,26334.99,28866.99,25725.49,24407.89,25548.85,25563.92,26734.34
2017-12,25519.05,27806.66,24588.53,26189.56,24578.1,25401.97,25707.0,24227.78,23841.88,24479.28,22964.7,23987.69,25008.73,23876.71,22696.69,24404.86,25298.62,25293.66,28887.82,27869.95,26332.91,28965.55,25757.0,24420.92,25633.7,25628.95,26833.49
2018-1,25402.27,27803.62,24631.17,26420.06,24535.09,25565.46,25575.27,24303.4,23899.96,24475.99,23441.69,23948.81,24997.15,23976.1,22692.33,24462.97,25333.68,25415.61,28971.91,28046.23,26483.19,28945.68,25769.1,24331.94,25557.28,25643.22,26872.56
2018-2,25426.59,27843.33,24786.92,26492.09,24601.89,25692.14,25673.12,24455.69,24342.9,24725.13,23491.5,23955.78,25131.68,23987.51,22659.94,24488.57,25408.72,25511.66,28948.49,28151.21,26512.02,29126.21,25906.24,24395.07,25624.24,25829.43,27028.8
2018-3,25503.07,28002.51,24739.54,26537.39,24666.04,25509.65,25777.7,24474.65,24519.83,24768.84,23676.18,23993.52,25290.04,23982.29,22811.66,24554.86,25433.64,25487.86,28907.48,28244.07,26455.25,29251.17,25877.82,24477.4,25503.06,25786.63,27130.29
2018-4,25598.72,28055.83,24748.59,26571.89,24675.26,25547.29,25966.55,24544.64,24678.26,24846.37,23776.96,24045.43,25296.45,24048.97,22861.59,24518.72,25782.46,25565.05,28831.63,28246.83,26565.45,29250.31,26084.67,24521.7,25583.92,25951.52,27248.15
2018-5,25619.22,28074.58,24848.22,26821.79,24741.34,25560.55,25980.69,24606.22,24764.85,24981.76,23846.35,24116.22,25490.85,23993.24,22866.91,24662.09,25843.2,25595.35,28910.91,28653.59,26699.64,29172.98,26136.38,24598.01,25732.36,25889.51,27380.63
2018-6,25739.94,28082.68,24754.0,27021.66,24822.72,25691.71,25871.95,24625.03,24789.87,24996.9,23806.99,24312.05,25796.36,23921.03,22921.18,24958.41,25984.4,25764.0,29086.95,28756.8,26769.05,29611.29,26527.61,24623.14,25769.73,25889.77,27569.3
2018-7,25709.06,28521.05,24784.35,27199.47,24926.86,25701.22,25876.76,24883.91,24900.54,25143.14,24072.63,24401.24,25758.44,24023.86,23136.11,25247.64,26098.54,26052.49,29271.98,28885.2,27314.91,29640.9,26623.39,25130.31,25828.47,26000.05,27767.71
2018-8,26172.49,28548.31,24941.99,27197.8,25026.96,25784.33,25924.35,24980.04,24876.77,25123.69,24164.49,24530.05,25835.62,24078.74,23231.23,25303.01,26178.5,26202.07,29279.0,29137.52,27537.44,29672.29,26545.62,25287.53,26017.07,26102.14,27835.06
2018-9,26361.17,28685.91,25642.87,27245.82,25103.38,25856.77,26159.43,25229.03,25135.32,25350.56,24217.83,24621.98,25848.28,24254.68,23376.08,25417.79,26269.21,26303.55,29505.01,29194.41,27665.14,29701.17,26648.49,25320.07,26182.4,26173.28,27946.34
2018-10,26613.2,28804.3,25794.21,27623.02,25811.13,26131.62,26718.9,25518.03,25196.86,25411.94,24353.77,24777.65,25819.75,24435.97,23506.16,25560.39,26441.33,26343.21,29556.42,29087.95,27683.02,29887.12,26833.93,25408.64,26653.0,26287.93,28353.58
2018-11,26611.54,29117.14,25924.62,27866.42,25909.33,26799.03,26749.29,25769.5,25360.51,25524.09,24431.27,24891.16,25823.13,24478.14,23541.52,25593.81,26477.98,26362.67,29585.65,29100.59,27743.63,30054.68,26960.28,25494.27,26813.9,26309.12,28362.5
2018-12,26672.73,29306.24,25984.19,27965.57,26026.07,26857.43,26739.83,25736.42,25397.26,25561.46,24448.49,25040.76,25892.14,24601.03,23647.02,25665.17,26475.19,26302.48,29614.74,29111.05,27857.82,30250.79,27103.68,25518.16,26943.64,26352.86,28383.86
2019-1,26981.48,29213.79,26024.07,27940.46,26055.15,26780.05,26760.72,25699.73,25806.45,25680.96,24614.69,25143.9,25835.45,24619.32,23818.8,25679.4,27154.13,26403.25,29769.26,29122.5,27902.02,30325.9,27161.91,25640.17,26984.19,26400.43,28306.91
2019-2,27074.98,29284.04,26052.67,28116.64,26090.29,26784.0,26854.64,25693.25,26004.54,25723.32,24761.72,25213.67,25893.27,24631.42,23957.41,25674.88,27214.02,26406.98,29940.47,29144.66,27872.62,30440.06,27274.16,25588.89,26840.85,26437.58,28411.28
2019-3,27143.04,29300.73,26251.46,28187.71,26168.72,26730.03,26893.27,25654.31,26089.15,25630.03,24897.36,25242.48,25936.5,24763.8,23981.16,26111.49,27327.4,26519.62,30046.61,29348.19,28143.05,30758.65,27438.43,25533.74,26889.25,26508.97,28462.3
