data,São_Paulo - PIB - Per Capita,São_Paulo - PIB - Preços de Mercado,São_Paulo - PIB - Estadual,São_Paulo - PIB - Construção Civil,São_Paulo - População,São_Paulo - INCC (%),São_Paulo - IPCA - Variação mensal durante o Plano Real (%),São_Paulo - IGP-DI,São_Paulo - Taxa Selic (%),São_Paulo - IDH - Longevidade,São_Paulo - IDH - Renda,São_Paulo - IDH - Educação,São_Paulo - NFSP - Fluxo Mensal (Milhões de reais),São_Paulo - Estoque liquido de capital fixo - (R$),São_Paulo - Desemprego,São_Paulo - Produção de Cimento (t),São_Paulo - Valor,São_Paulo - Consumo de Cimento (t)
2013-02-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,0.65,0.86,0.31,0.02726,0.83,0.789,0.79,0.98,7469859.82561107,6.3747501334,-1.0,0.3556,1125612.0
2013-03-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,0.6,1.47,0.2,0.0273115,0.83,0.789,0.79,1.0,7469859.82561107,8.0,116729.0,0.356,1245517.0
2013-04-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,0.5,1.94,0.31,0.02739875,0.83,0.789,0.79,1.03,7469859.82561107,7.8,398271.0,0.3561999999999999,1291043.0
2013-05-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,0.74,2.5,-0.06,0.02781163636,0.83,0.789,0.79,0.98,7469859.82561107,7.7,129393.0,0.358,1302749.0
2013-06-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,2.25,2.88,0.32,0.02842080952,0.83,0.789,0.79,0.88,7469859.82561107,7.6,73149.0,0.3642,1212871.0
2013-07-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,1.15,3.15,0.76,0.030177,0.83,0.789,0.79,0.76,7469859.82561107,7.5,550381.0,0.366,1341764.0
2013-08-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,0.48,3.18,0.14,0.03137373913,0.83,0.789,0.79,0.82,7469859.82561107,7.4,145965.0,0.3678,1423640.0
2013-09-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,0.31,3.43,0.46,0.03217809091,0.83,0.789,0.79,0.73,7469859.82561107,7.1,59661.0,0.3688,1338662.0
2013-10-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,0.43,3.79,1.36,0.033839,0.83,0.789,0.79,0.63,7469859.82561107,7.0,205919.0,0.3686,1362289.0
2013-11-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,0.26,4.38,0.63,0.03510369565,0.83,0.789,0.79,0.71,7469859.82561107,6.8,-1.0,0.3754,1225032.0
2013-12-01,91705992.60063832,107224916.73107916,2.1886235004416665,60884432.636987,41901219.0,0.35,4.95,0.28,0.0358381,0.83,0.789,0.79,0.81,7469859.82561107,6.9,312768.0,0.3776,1061934.0
2014-01-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.1,5.91,0.69,0.0374662381,0.84,0.789,0.8,0.82,7469859.82561107,7.3,47843.0,0.38,1208952.0
2014-02-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.88,0.55,0.4,0.03845090909,0.84,0.789,0.8,0.77,7640474.20151994,7.8,-1.0,0.3829999999999999,1212179.0
2014-03-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.33,1.24,0.85,0.0393598,0.84,0.789,0.8,0.75,7640474.20151994,8.1,-1.0,0.3834,1270981.0
2014-04-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.28,2.18,1.48,0.040168,0.84,0.789,0.8,0.84,7640474.20151994,7.9,-1.0,0.384,1282878.0
2014-05-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.88,2.86,0.45,0.0409735,0.84,0.789,0.8,1.0,7640474.20151994,7.7,-1.0,0.385,1292771.0
2014-06-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,2.05,3.33,-0.45,0.041063,0.84,0.789,0.8,1.06,7640474.20151994,7.5,78597.0,0.4012,1167070.0
2014-07-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.66,3.75,-0.63,0.041063,0.84,0.789,0.8,1.04,7640474.20151994,7.4,-1.0,0.4042,1295940.0
2014-08-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.75,3.76,-0.55,0.041063,0.84,0.789,0.8,0.93,7640474.20151994,7.2,-1.0,0.4084,1333754.0
2014-09-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.08,4.02,0.06,0.04106814286,0.84,0.789,0.8,0.9,7640474.20151994,7.0,-1.0,0.409,1347628.0
2014-10-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.15,4.61,0.02,0.041063,0.84,0.789,0.8,0.96,7640474.20151994,6.8,158784.0,0.4108,1391677.0
2014-11-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.17,5.05,0.59,0.04114073913,0.84,0.789,0.8,0.87,7640474.20151994,6.6,-1.0,0.4115999999999999,1201546.0
2014-12-01,94103694.03105666,118285518.52368332,2.1551943798166664,63516179.2910087,43663669.0,0.44,5.58,1.14,0.041957,0.84,0.789,0.8,0.91,7640474.20151994,6.3,-1.0,0.4122,1011146.0
2015-01-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.08,6.41,0.38,0.043496,0.84,0.789,0.81,1.12,7640474.20151994,6.5,-1.0,0.4115999999999999,1006823.0
2015-02-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.92,1.24,0.67,0.04433033333,0.84,0.789,0.81,1.04,7751228.17009106,6.8,-1.0,0.4118,1111539.0
2015-03-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.31,2.48,0.53,0.045513,0.84,0.789,0.81,1.08,7751228.17009106,7.2,-1.0,0.4118,1202951.0
2015-04-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.62,3.83,1.21,0.04703818182,0.84,0.789,0.81,1.09,7751228.17009106,7.2,-1.0,0.4122,1152251.0
2015-05-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.46,4.56,0.92,0.04737575,0.84,0.789,0.81,1.03,7751228.17009106,7.1,-1.0,0.4182,1189279.0
2015-06-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.95,5.34,0.4,0.049037,0.84,0.789,0.81,1.05,7751228.17009106,6.9,-1.0,0.4194,1191943.0
2015-07-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,1.84,6.17,0.68,0.05053785714,0.84,0.789,0.81,1.13,7751228.17009106,7.0,-1.0,0.4204,1199758.0
2015-08-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.55,6.83,0.58,0.05093956522,0.84,0.789,0.81,1.27,7751228.17009106,7.0,-1.0,0.4196,1131912.0
2015-09-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.59,7.06,0.4,0.052531,0.84,0.789,0.81,1.36,7751228.17009106,6.9,-1.0,0.4192,1037336.0
2015-10-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.22,7.64,1.42,0.052531,0.84,0.789,0.81,1.34,7751228.17009106,6.7,-1.0,0.4178,1129839.0
2015-11-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.36,8.52,1.76,0.052531,0.84,0.789,0.81,1.45,7751228.17009106,6.6,-1.0,0.4185999999999999,918675.0
2015-12-01,95460313.88022166,129406074.7392375,2.167813213691667,60079718.5709457,44035304.0,0.34,9.62,1.19,0.052531,0.84,0.789,0.81,1.49,7751228.17009106,6.6,-1.0,0.4254,867433.0
2016-01-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.1,10.67,0.44,0.052531,0.85,0.789,0.81,1.49,7751228.17009106,6.9,-1.0,0.4256,931221.0
2016-02-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.39,1.27,1.53,0.052531,0.85,0.789,0.81,1.55,7806241.86849827,7.5,-1.0,0.4276,846931.0
2016-03-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.54,2.18,0.79,0.052531,0.85,0.789,0.81,1.67,7806241.86849827,8.0,-1.0,0.4256,966819.0
2016-04-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.64,2.62,0.43,0.052531,0.85,0.789,0.81,1.67,7806241.86849827,8.1,-1.0,0.4256,979179.0
2016-05-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.55,3.25,0.36,0.052531,0.85,0.789,0.81,1.63,7806241.86849827,8.3,-1.0,0.4188,928343.0
2016-06-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.08,4.05,1.13,0.052531,0.85,0.789,0.81,1.62,7806241.86849827,8.4,-1.0,0.4194,926407.0
2016-07-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,1.93,4.42,1.63,0.052531,0.85,0.789,0.81,1.64,7806241.86849827,8.7,-1.0,0.4184,1052710.0
2016-08-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.49,4.96,-0.39,0.052531,0.85,0.789,0.81,1.66,7806241.86849827,8.9,-1.0,0.4142,948102.0
2016-09-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.29,5.42,0.43,0.052531,0.85,0.789,0.81,1.61,7806241.86849827,9.0,-1.0,0.4086,906557.0
2016-10-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.33,5.51,0.03,0.052531,0.85,0.789,0.81,1.62,7806241.86849827,9.1,-1.0,0.4094,848900.0
2016-11-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.21,5.78,0.13,0.0521826,0.85,0.789,0.81,1.52,7806241.86849827,9.1,-1.0,0.4074,875056.0
2016-12-01,92925067.9581175,135500350.624905,2.093072684725,55736952.3333774,44396484.0,0.16,5.97,0.05,0.05166,0.85,0.789,0.81,1.41,7806241.86849827,9.1,-1.0,0.4074,771507.0
2017-01-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.35,6.29,0.83,0.050788,0.85,0.81,0.84,1.25,7806241.86849827,9.6,-1.0,0.408,729273.0
2017-02-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.41,0.38,0.43,0.049115,0.85,0.81,0.84,1.2,7820758.2968949,10.3,-1.0,0.4064,757915.0
2017-03-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.65,0.71,0.06,0.047865,0.85,0.81,0.84,1.07,7820758.2968949,11.1,89887.0,0.4028,923634.0
2017-04-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.16,0.96,-0.38,0.045513,0.85,0.81,0.84,1.02,7820758.2968949,11.3,239179.0,0.3996,756663.0
2017-05-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,-0.02,1.1,-1.24,0.04353744444,0.85,0.81,0.84,1.0,7820758.2968949,11.3,131359.0,0.3848,872715.0
2017-06-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.63,1.42,-0.51,0.041957,0.85,0.81,0.84,0.93,7820758.2968949,11.4,46132.0,0.3826,844988.0
2017-07-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.93,1.18,-0.96,0.03837,0.85,0.81,0.84,0.86,7820758.2968949,11.7,505550.0,0.3806,910653.0
2017-08-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.3,1.43,-0.3,0.03785271429,0.85,0.81,0.84,0.75,7820758.2968949,11.9,112865.0,0.3772,937696.0
2017-09-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.36,1.62,0.24,0.034749,0.85,0.81,0.84,0.7,7820758.2968949,11.9,14769.0,0.3712,871611.0
2017-10-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.06,1.78,0.62,0.0318266,0.85,0.81,0.84,0.65,7820758.2968949,11.9,108481.0,0.3686,795853.0
2017-11-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.31,2.21,0.1,0.03056971429,0.85,0.81,0.84,0.65,7820758.2968949,12.0,-1.0,0.3734,804767.0
2017-12-01,91208968.78371917,143775620.81103417,2.038202956041667,48254378.6732727,44749699.0,0.31,2.5,0.8,0.028333,0.85,0.81,0.84,0.65,7820758.2968949,12.2,140764.0,0.3743999999999999,712733.0
2018-01-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.07,2.95,0.74,0.0268514,0.85,0.8,0.83,0.71,7820758.2968949,12.7,46024.0,0.3696,763665.0
2018-02-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.31,0.29,0.58,0.026481,0.85,0.8,0.83,0.68,7813724.30644261,13.3,-1.0,0.3726,727397.0
2018-03-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.13,0.61,0.15,0.02581005556,0.85,0.8,0.83,0.71,7813724.30644261,13.9,63297.0,0.3754,855245.0
2018-04-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.24,0.7,0.56,0.02528571429,0.85,0.8,0.83,0.69,7813724.30644261,13.7,247418.0,0.373,855042.0
2018-05-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.29,0.92,0.93,0.02462,0.85,0.8,0.83,0.74,7813724.30644261,13.4,139473.0,0.3768,648867.0
2018-06-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.23,1.33,1.64,0.02462,0.85,0.8,0.83,0.73,7813724.30644261,13.1,35112.0,0.3807999999999999,1003807.0
2018-07-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.97,2.6,1.48,0.02462,0.85,0.8,0.83,0.75,7813724.30644261,12.9,416965.0,0.3928,855104.0
2018-08-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.61,2.94,0.44,0.02462,0.85,0.8,0.83,0.77,7813724.30644261,12.7,92670.0,0.4024,913329.0
2018-09-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.15,2.85,0.68,0.02462,0.85,0.8,0.83,0.84,7813724.30644261,12.5,-1.0,0.4065999999999999,849262.0
2018-10-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.23,3.34,1.79,0.02462,0.85,0.8,0.83,0.87,7813724.30644261,12.3,109729.0,0.4048,897883.0
2018-11-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.35,3.81,0.26,0.02462,0.85,0.8,0.83,0.88,7813724.30644261,12.1,-1.0,0.4034,860059.0
2018-12-01,91141550.78299332,148895149.04205334,2.021107032075,43253369.6488804,45094866.0,0.13,3.59,-1.14,0.02462,0.85,0.8,0.83,0.86,7813724.30644261,11.9,172941.0,0.4042,771417.0
2019-01-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.13,3.75,-0.45,0.02462,0.85,0.8,0.83,0.85,7813724.30644261,12.3,64148.0,0.4012,860232.0
2019-02-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.49,0.32,0.07,0.02462,0.85,0.8,0.83,0.81,7827728.36985003,12.7,-1.0,0.4038,773607.0
2019-03-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.09,0.75,1.25,0.02462,0.85,0.8,0.83,0.75,7827728.36985003,13.2,96632.0,0.4056,790146.0
2019-04-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.31,1.51,1.07,0.02462,0.85,0.8,0.83,0.74,7827728.36985003,13.0,249646.0,0.4086,886929.0
2019-05-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.38,2.09,0.9,0.02462,0.85,0.8,0.83,0.7,7827728.36985003,12.8,169705.0,0.4065999999999999,941600.0
2019-06-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.03,2.22,0.4,0.02462,0.85,0.8,0.83,0.71,7827728.36985003,12.6,56216.0,0.4058,817301.0
2019-07-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.88,2.23,0.63,0.02462,0.85,0.8,0.83,0.7,7827728.36985003,12.4,493894.0,0.4084,957289.0
2019-08-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.58,2.42,-0.01,0.02462,0.85,0.8,0.83,0.69,7827728.36985003,12.3,70927.0,0.4124,978990.0
2019-09-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.42,2.54,-0.51,0.022751,0.85,0.8,0.83,0.62,7827728.36985003,12.0,-1.0,0.4128,906956.0
2019-10-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.46,2.49,0.5,0.02203519048,0.85,0.8,0.83,0.59,7827728.36985003,11.9,113650.0,0.4146,980948.0
2019-11-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.18,2.6,0.55,0.02078995652,0.85,0.8,0.83,0.57,7827728.36985003,11.7,-1.0,0.4144,872046.0
2019-12-01,91504684.98500334,154399741.43928418,2.0093724847916667,40807418.353808,45538936.0,0.04,3.12,0.85,0.018985,0.85,0.8,0.83,0.54,7827728.36985003,11.7,142172.0,0.4147999999999999,692232.0
