data,Santa_Catarina - PIB - Per Capita,Santa_Catarina - PIB - Preços de Mercado,Santa_Catarina - PIB - Estadual,Santa_Catarina - PIB - Construção Civil,Santa_Catarina - População,Santa_Catarina - INCC (%),Santa_Catarina - IPCA - Variação mensal durante o Plano Real (%),Santa_Catarina - IGP-DI,Santa_Catarina - Taxa Selic (%),Santa_Catarina - IDH - Longevidade,Santa_Catarina - IDH - Renda,Santa_Catarina - IDH - Educação,Santa_Catarina - NFSP - Fluxo Mensal (Milhões de reais),Santa_Catarina - Estoque liquido de capital fixo - (R$),Santa_Catarina - Desemprego,Santa_Catarina - Produção de Cimento (t),Santa_Catarina - Valor,Santa_Catarina - Consumo de Cimento (t)
2013-02-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,0.65,0.86,0.31,0.02726,0.84,0.773,0.74,0.98,7469859.82561107,3.1447181184,69129.0,0.43,260528.0
2013-03-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,0.6,1.47,0.2,0.0273115,0.84,0.773,0.74,1.0,7469859.82561107,8.0,110483.0,0.43,265596.0
2013-04-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,0.5,1.94,0.31,0.02739875,0.84,0.773,0.74,1.03,7469859.82561107,7.8,344136.0,0.43,310249.0
2013-05-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,0.74,2.5,-0.06,0.02781163636,0.84,0.773,0.74,0.98,7469859.82561107,7.7,160348.0,0.43,314468.0
2013-06-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,2.25,2.88,0.32,0.02842080952,0.84,0.773,0.74,0.88,7469859.82561107,7.6,116111.0,0.43,259332.0
2013-07-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,1.15,3.15,0.76,0.030177,0.84,0.773,0.74,0.76,7469859.82561107,7.5,503335.0,0.43,311726.0
2013-08-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,0.48,3.18,0.14,0.03137373913,0.84,0.773,0.74,0.82,7469859.82561107,7.4,134616.0,0.43,290193.0
2013-09-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,0.31,3.43,0.46,0.03217809091,0.84,0.773,0.74,0.73,7469859.82561107,7.1,59364.0,0.43,296088.0
2013-10-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,0.43,3.79,1.36,0.033839,0.84,0.773,0.74,0.63,7469859.82561107,7.0,128676.0,0.43,326218.0
2013-11-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,0.26,4.38,0.63,0.03510369565,0.84,0.773,0.74,0.71,7469859.82561107,6.8,-1.0,0.44,305101.0
2013-12-01,11549838.654092085,13504357.270691665,1.81523204555,9578462.19243024,6383286.0,0.35,4.95,0.28,0.0358381,0.84,0.773,0.74,0.81,7469859.82561107,6.9,190910.0,0.44,239672.0
2014-01-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.1,5.91,0.69,0.0374662381,0.85,0.773,0.76,0.82,7469859.82561107,7.3,37994.0,0.44,278834.0
2014-02-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.88,0.55,0.4,0.03845090909,0.85,0.773,0.76,0.77,7640474.20151994,7.8,-1.0,0.44,269690.0
2014-03-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.33,1.24,0.85,0.0393598,0.85,0.773,0.76,0.75,7640474.20151994,8.1,-1.0,0.44,301859.0
2014-04-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.28,2.18,1.48,0.040168,0.85,0.773,0.76,0.84,7640474.20151994,7.9,-1.0,0.44,287623.0
2014-05-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.88,2.86,0.45,0.0409735,0.85,0.773,0.76,1.0,7640474.20151994,7.7,-1.0,0.46,318335.0
2014-06-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,2.05,3.33,-0.45,0.041063,0.85,0.773,0.76,1.06,7640474.20151994,7.5,-1.0,0.46,272822.0
2014-07-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.66,3.75,-0.63,0.041063,0.85,0.773,0.76,1.04,7640474.20151994,7.4,-1.0,0.47,333911.0
2014-08-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.75,3.76,-0.55,0.041063,0.85,0.773,0.76,0.93,7640474.20151994,7.2,-1.0,0.47,330394.0
2014-09-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.08,4.02,0.06,0.04106814286,0.85,0.773,0.76,0.9,7640474.20151994,7.0,-1.0,0.47,331265.0
2014-10-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.15,4.61,0.02,0.041063,0.85,0.773,0.76,0.96,7640474.20151994,6.8,-1.0,0.47,347797.0
2014-11-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.17,5.05,0.59,0.04114073913,0.85,0.773,0.76,0.87,7640474.20151994,6.6,-1.0,0.47,313927.0
2014-12-01,11997874.967658332,15080968.673380915,1.808473864233333,8856104.875086,6634254.0,0.44,5.58,1.14,0.041957,0.85,0.773,0.76,0.91,7640474.20151994,6.3,-1.0,0.47,264734.0
2015-01-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.08,6.41,0.38,0.043496,0.85,0.773,0.77,1.12,7640474.20151994,6.5,-1.0,0.47,266119.0
2015-02-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.92,1.24,0.67,0.04433033333,0.85,0.773,0.77,1.04,7751228.17009106,6.8,-1.0,0.47,276558.0
2015-03-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.31,2.48,0.53,0.045513,0.85,0.773,0.77,1.08,7751228.17009106,7.2,-1.0,0.48,329931.0
2015-04-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.62,3.83,1.21,0.04703818182,0.85,0.773,0.77,1.09,7751228.17009106,7.2,-1.0,0.49,284080.0
2015-05-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.46,4.56,0.92,0.04737575,0.85,0.773,0.77,1.03,7751228.17009106,7.1,-1.0,0.5,253608.0
2015-06-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.95,5.34,0.4,0.049037,0.85,0.773,0.77,1.05,7751228.17009106,6.9,-1.0,0.51,295639.0
2015-07-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,1.84,6.17,0.68,0.05053785714,0.85,0.773,0.77,1.13,7751228.17009106,7.0,-1.0,0.51,283046.0
2015-08-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.55,6.83,0.58,0.05093956522,0.85,0.773,0.77,1.27,7751228.17009106,7.0,-1.0,0.51,303498.0
2015-09-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.59,7.06,0.4,0.052531,0.85,0.773,0.77,1.36,7751228.17009106,6.9,-1.0,0.51,278742.0
2015-10-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.22,7.64,1.42,0.052531,0.85,0.773,0.77,1.34,7751228.17009106,6.7,-1.0,0.51,249241.0
2015-11-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.36,8.52,1.76,0.052531,0.85,0.773,0.77,1.45,7751228.17009106,6.6,-1.0,0.52,240739.0
2015-12-01,12591729.702084916,17069358.445320167,1.8717783081416668,8589548.8503574,6727148.0,0.34,9.62,1.19,0.052531,0.85,0.773,0.77,1.49,7751228.17009106,6.6,-1.0,0.52,206810.0
2016-01-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.1,10.67,0.44,0.052531,0.86,0.773,0.77,1.49,7751228.17009106,6.9,-1.0,0.52,238008.0
2016-02-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.39,1.27,1.53,0.052531,0.86,0.773,0.77,1.55,7806241.86849827,7.5,-1.0,0.52,238707.0
2016-03-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.54,2.18,0.79,0.052531,0.86,0.773,0.77,1.67,7806241.86849827,8.0,-1.0,0.52,259546.0
2016-04-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.64,2.62,0.43,0.052531,0.86,0.773,0.77,1.67,7806241.86849827,8.1,-1.0,0.5207999999999999,240803.0
2016-05-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.55,3.25,0.36,0.052531,0.86,0.773,0.77,1.63,7806241.86849827,8.3,-1.0,0.5164,248709.0
2016-06-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.08,4.05,1.13,0.052531,0.86,0.773,0.77,1.62,7806241.86849827,8.4,-1.0,0.5096,256686.0
2016-07-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,1.93,4.42,1.63,0.052531,0.86,0.773,0.77,1.64,7806241.86849827,8.7,-1.0,0.5096,274760.0
2016-08-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.49,4.96,-0.39,0.052531,0.86,0.773,0.77,1.66,7806241.86849827,8.9,-1.0,0.5085999999999999,239951.0
2016-09-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.29,5.42,0.43,0.052531,0.86,0.773,0.77,1.61,7806241.86849827,9.0,-1.0,0.5232,249705.0
2016-10-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.33,5.51,0.03,0.052531,0.86,0.773,0.77,1.62,7806241.86849827,9.1,-1.0,0.5206000000000001,222248.0
2016-11-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.21,5.78,0.13,0.0521826,0.86,0.773,0.77,1.52,7806241.86849827,9.1,-1.0,0.512,250074.0
2016-12-01,11982526.28628625,17472535.117173415,1.7571773607,8644233.43110989,6819190.0,0.16,5.97,0.05,0.05166,0.86,0.773,0.77,1.41,7806241.86849827,9.1,-1.0,0.5068,203499.0
2017-01-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.35,6.29,0.83,0.050788,0.86,0.77,0.78,1.25,7806241.86849827,9.6,-1.0,0.5068,220479.0
2017-02-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.41,0.38,0.43,0.049115,0.86,0.77,0.78,1.2,7820758.2968949,10.3,-1.0,0.5068,211861.0
2017-03-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.65,0.71,0.06,0.047865,0.86,0.77,0.78,1.07,7820758.2968949,11.1,96745.0,0.4884,258760.0
2017-04-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.16,0.96,-0.38,0.045513,0.86,0.77,0.78,1.02,7820758.2968949,11.3,228660.0,0.483,211393.0
2017-05-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,-0.02,1.1,-1.24,0.04353744444,0.86,0.77,0.78,1.0,7820758.2968949,11.3,135457.0,0.4796,249531.0
2017-06-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.63,1.42,-0.51,0.041957,0.86,0.77,0.78,0.93,7820758.2968949,11.4,91368.0,0.4796,231359.0
2017-07-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.93,1.18,-0.96,0.03837,0.86,0.77,0.78,0.86,7820758.2968949,11.7,509980.0,0.472,265999.0
2017-08-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.3,1.43,-0.3,0.03785271429,0.86,0.77,0.78,0.75,7820758.2968949,11.9,121949.0,0.4756,277169.0
2017-09-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.36,1.62,0.24,0.034749,0.86,0.77,0.78,0.7,7820758.2968949,11.9,16111.0,0.4756,245824.0
2017-10-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.06,1.78,0.62,0.0318266,0.86,0.77,0.78,0.65,7820758.2968949,11.9,69433.0,0.4758,244227.0
2017-11-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.31,2.21,0.1,0.03056971429,0.86,0.77,0.78,0.65,7820758.2968949,12.0,-1.0,0.4788,263751.0
2017-12-01,11520050.291831585,18159424.50144292,1.6671519946583333,8018050.23668197,6910553.0,0.31,2.5,0.8,0.028333,0.86,0.77,0.78,0.65,7820758.2968949,12.2,141898.0,0.4811999999999999,211136.0
2018-01-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.07,2.95,0.74,0.0268514,0.87,0.78,0.78,0.71,7820758.2968949,12.7,49337.0,0.4768,219002.0
2018-02-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.31,0.29,0.58,0.026481,0.87,0.78,0.78,0.68,7813724.30644261,13.3,14609.0,0.4378,234275.0
2018-03-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.13,0.61,0.15,0.02581005556,0.87,0.78,0.78,0.71,7813724.30644261,13.9,77147.0,0.4374,249920.0
2018-04-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.24,0.7,0.56,0.02528571429,0.87,0.78,0.78,0.69,7813724.30644261,13.7,238843.0,0.437,246326.0
2018-05-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.29,0.92,0.93,0.02462,0.87,0.78,0.78,0.74,7813724.30644261,13.4,156247.0,0.441,198778.0
2018-06-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.23,1.33,1.64,0.02462,0.87,0.78,0.78,0.73,7813724.30644261,13.1,98004.0,0.4417999999999999,285970.0
2018-07-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.97,2.6,1.48,0.02462,0.87,0.78,0.78,0.75,7813724.30644261,12.9,570164.0,0.4472,262597.0
2018-08-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.61,2.94,0.44,0.02462,0.87,0.78,0.78,0.77,7813724.30644261,12.7,90129.0,0.4492,277811.0
2018-09-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.15,2.85,0.68,0.02462,0.87,0.78,0.78,0.84,7813724.30644261,12.5,-1.0,0.4508,235885.0
2018-10-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.23,3.34,1.79,0.02462,0.87,0.78,0.78,0.87,7813724.30644261,12.3,78589.0,0.4502,272671.0
2018-11-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.35,3.81,0.26,0.02462,0.87,0.78,0.78,0.88,7813724.30644261,12.1,-1.0,0.4484,278592.0
2018-12-01,11933657.179330831,19495648.791009832,1.70452546075,6910453.9038173,7001161.0,0.13,3.59,-1.14,0.02462,0.87,0.78,0.78,0.86,7813724.30644261,11.9,147965.0,0.4474,214658.0
2019-01-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.13,3.75,-0.45,0.02462,0.87,0.78,0.78,0.85,7813724.30644261,12.3,65770.0,0.446,252700.0
2019-02-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.49,0.32,0.07,0.02462,0.87,0.78,0.78,0.81,7827728.36985003,12.7,27986.0,0.4429999999999999,246146.0
2019-03-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.09,0.75,1.25,0.02462,0.87,0.78,0.78,0.75,7827728.36985003,13.2,93158.0,0.4429999999999999,255873.0
2019-04-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.31,1.51,1.07,0.02462,0.87,0.78,0.78,0.74,7827728.36985003,13.0,219838.0,0.4436,273299.0
2019-05-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.38,2.09,0.9,0.02462,0.87,0.78,0.78,0.7,7827728.36985003,12.8,165866.0,0.4436,270918.0
2019-06-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.03,2.22,0.4,0.02462,0.87,0.78,0.78,0.71,7827728.36985003,12.6,81505.0,0.4454,256605.0
2019-07-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.88,2.23,0.63,0.02462,0.87,0.78,0.78,0.7,7827728.36985003,12.4,502984.0,0.4454,303526.0
2019-08-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.58,2.42,-0.01,0.02462,0.87,0.78,0.78,0.69,7827728.36985003,12.3,67192.0,0.446,299284.0
2019-09-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.42,2.54,-0.51,0.022751,0.87,0.78,0.78,0.62,7827728.36985003,12.0,-1.0,0.449,284550.0
2019-10-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.46,2.49,0.5,0.02203519048,0.87,0.78,0.78,0.59,7827728.36985003,11.9,66400.0,0.4452,307576.0
2019-11-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.18,2.6,0.55,0.02078995652,0.87,0.78,0.78,0.57,7827728.36985003,11.7,-1.0,0.4452,281317.0
2019-12-01,12243514.986301834,20659002.853272583,1.7359542194583335,7026914.00568729,7075494.0,0.04,3.12,0.85,0.018985,0.87,0.78,0.78,0.54,7827728.36985003,11.7,126666.0,0.4452,226233.0
