data,Rio_Grande_do_Sul - PIB - Per Capita,Rio_Grande_do_Sul - PIB - Preços de Mercado,Rio_Grande_do_Sul - PIB - Estadual,Rio_Grande_do_Sul - PIB - Construção Civil,Rio_Grande_do_Sul - População,Rio_Grande_do_Sul - INCC (%),Rio_Grande_do_Sul - IPCA - Variação mensal durante o Plano Real (%),Rio_Grande_do_Sul - IGP-DI,Rio_Grande_do_Sul - Taxa Selic (%),Rio_Grande_do_Sul - IDH - Longevidade,Rio_Grande_do_Sul - IDH - Renda,Rio_Grande_do_Sul - IDH - Educação,Rio_Grande_do_Sul - NFSP - Fluxo Mensal (Milhões de reais),Rio_Grande_do_Sul - Estoque liquido de capital fixo - (R$),Rio_Grande_do_Sul - Desemprego,Rio_Grande_do_Sul - Produção de Cimento (t),Rio_Grande_do_Sul - Valor,Rio_Grande_do_Sul - Consumo de Cimento (t)
2013-01-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.16,5.84,0.66,0.02743595,0.83,0.769,0.67,0.88,7283723.05855449,4.9581175117,37455.0,0.37,299585.0
2013-02-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.65,0.86,0.31,0.02726,0.83,0.769,0.67,0.98,7469859.82561107,4.9581175117,73260.0,0.38,270936.0
2013-03-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.6,1.47,0.2,0.0273115,0.83,0.769,0.67,1.0,7469859.82561107,8.0,127384.0,0.39,269996.0
2013-04-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.5,1.94,0.31,0.02739875,0.83,0.769,0.67,1.03,7469859.82561107,7.8,345595.0,0.39,310597.0
2013-05-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.74,2.5,-0.06,0.02781163636,0.83,0.769,0.67,0.98,7469859.82561107,7.7,172555.0,0.39,298972.0
2013-06-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,2.25,2.88,0.32,0.02842080952,0.83,0.769,0.67,0.88,7469859.82561107,7.6,150607.0,0.39,263791.0
2013-07-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,1.15,3.15,0.76,0.030177,0.83,0.769,0.67,0.76,7469859.82561107,7.5,470120.0,0.4,310117.0
2013-08-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.48,3.18,0.14,0.03137373913,0.83,0.769,0.67,0.82,7469859.82561107,7.4,132813.0,0.4,284763.0
2013-09-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.31,3.43,0.46,0.03217809091,0.83,0.769,0.67,0.73,7469859.82561107,7.1,61551.0,0.4,290774.0
2013-10-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.43,3.79,1.36,0.033839,0.83,0.769,0.67,0.63,7469859.82561107,7.0,141326.0,0.41,323114.0
2013-11-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.26,4.38,0.63,0.03510369565,0.83,0.769,0.67,0.71,7469859.82561107,6.8,-1.0,0.42,308596.0
2013-12-01,17496430.303078167,20457259.434599083,1.6248504533666666,13281627.1257094,10770603.0,0.35,4.95,0.28,0.0358381,0.83,0.769,0.67,0.81,7469859.82561107,6.9,268850.0,0.43,274479.0
2014-01-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.1,5.91,0.69,0.0374662381,0.83,0.769,0.69,0.82,7469859.82561107,7.3,19050.0,0.43,275082.0
2014-02-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.88,0.55,0.4,0.03845090909,0.83,0.769,0.69,0.77,7640474.20151994,7.8,-1.0,0.43,290431.0
2014-03-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.33,1.24,0.85,0.0393598,0.83,0.769,0.69,0.75,7640474.20151994,8.1,113532.0,0.43,303414.0
2014-04-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.28,2.18,1.48,0.040168,0.83,0.769,0.69,0.84,7640474.20151994,7.9,-1.0,0.44,296811.0
2014-05-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.88,2.86,0.45,0.0409735,0.83,0.769,0.69,1.0,7640474.20151994,7.7,-1.0,0.44,321450.0
2014-06-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,2.05,3.33,-0.45,0.041063,0.83,0.769,0.69,1.06,7640474.20151994,7.5,-1.0,0.45,260947.0
2014-07-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.66,3.75,-0.63,0.041063,0.83,0.769,0.69,1.04,7640474.20151994,7.4,493081.0,0.45,293558.0
2014-08-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.75,3.76,-0.55,0.041063,0.83,0.769,0.69,0.93,7640474.20151994,7.2,-1.0,0.45,313526.0
2014-09-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.08,4.02,0.06,0.04106814286,0.83,0.769,0.69,0.9,7640474.20151994,7.0,-1.0,0.46,321810.0
2014-10-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.15,4.61,0.02,0.041063,0.83,0.769,0.69,0.96,7640474.20151994,6.8,-1.0,0.46,314755.0
2014-11-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.17,5.05,0.59,0.04114073913,0.83,0.769,0.69,0.87,7640474.20151994,6.6,-1.0,0.47,302292.0
2014-12-01,19005038.8539175,23888763.332250085,1.7023437525166667,11960716.1830118,11164043.0,0.44,5.58,1.14,0.041957,0.83,0.769,0.69,0.91,7640474.20151994,6.3,-1.0,0.48,272006.0
2015-01-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.08,6.41,0.38,0.043496,0.84,0.769,0.7,1.12,7640474.20151994,6.5,-1.0,0.48,251145.0
2015-02-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.92,1.24,0.67,0.04433033333,0.84,0.769,0.7,1.04,7751228.17009106,6.8,-1.0,0.48,270996.0
2015-03-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.31,2.48,0.53,0.045513,0.84,0.769,0.7,1.08,7751228.17009106,7.2,-1.0,0.49,341590.0
2015-04-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.62,3.83,1.21,0.04703818182,0.84,0.769,0.7,1.09,7751228.17009106,7.2,-1.0,0.5,282191.0
2015-05-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.46,4.56,0.92,0.04737575,0.84,0.769,0.7,1.03,7751228.17009106,7.1,-1.0,0.51,288807.0
2015-06-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.95,5.34,0.4,0.049037,0.84,0.769,0.7,1.05,7751228.17009106,6.9,-1.0,0.52,272573.0
2015-07-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,1.84,6.17,0.68,0.05053785714,0.84,0.769,0.7,1.13,7751228.17009106,7.0,-1.0,0.52,244763.0
2015-08-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.55,6.83,0.58,0.05093956522,0.84,0.769,0.7,1.27,7751228.17009106,7.0,-1.0,0.51,284956.0
2015-09-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.59,7.06,0.4,0.052531,0.84,0.769,0.7,1.36,7751228.17009106,6.9,-1.0,0.51,251168.0
2015-10-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.22,7.64,1.42,0.052531,0.84,0.769,0.7,1.34,7751228.17009106,6.7,-1.0,0.51,265937.0
2015-11-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.36,8.52,1.76,0.052531,0.84,0.769,0.7,1.45,7751228.17009106,6.6,-1.0,0.51,250174.0
2015-12-01,19052262.355110083,25827261.466691583,1.6999907698416663,11706778.3175648,11207274.0,0.34,9.62,1.19,0.052531,0.84,0.769,0.7,1.49,7751228.17009106,6.6,-1.0,0.53,237822.0
2016-01-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.1,10.67,0.44,0.052531,0.84,0.769,0.72,1.49,7751228.17009106,6.9,-1.0,0.53,251978.0
2016-02-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.39,1.27,1.53,0.052531,0.84,0.769,0.72,1.55,7806241.86849827,7.5,-1.0,0.52,254252.0
2016-03-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.54,2.18,0.79,0.052531,0.84,0.769,0.72,1.67,7806241.86849827,8.0,-1.0,0.51,259395.0
2016-04-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.64,2.62,0.43,0.052531,0.84,0.769,0.72,1.67,7806241.86849827,8.1,-1.0,0.52,224342.0
2016-05-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.55,3.25,0.36,0.052531,0.84,0.769,0.72,1.63,7806241.86849827,8.3,-1.0,0.53,251984.0
2016-06-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.08,4.05,1.13,0.052531,0.84,0.769,0.72,1.62,7806241.86849827,8.4,-1.0,0.53,262133.0
2016-07-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,1.93,4.42,1.63,0.052531,0.84,0.769,0.72,1.64,7806241.86849827,8.7,-1.0,0.53,252646.0
2016-08-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.49,4.96,-0.39,0.052531,0.84,0.769,0.72,1.66,7806241.86849827,8.9,-1.0,0.52,245702.0
2016-09-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.29,5.42,0.43,0.052531,0.84,0.769,0.72,1.61,7806241.86849827,9.0,-1.0,0.54,233952.0
2016-10-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.33,5.51,0.03,0.052531,0.84,0.769,0.72,1.62,7806241.86849827,9.1,-1.0,0.55,216512.0
2016-11-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.21,5.78,0.13,0.0521826,0.84,0.769,0.72,1.52,7806241.86849827,9.1,-1.0,0.55,248864.0
2016-12-01,19054601.36768484,27784807.943350583,1.6940477241333334,10923218.6079303,11247972.0,0.16,5.97,0.05,0.05166,0.84,0.769,0.72,1.41,7806241.86849827,9.1,-1.0,0.55,221927.0
2017-01-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.35,6.29,0.83,0.050788,0.85,0.79,0.72,1.25,7806241.86849827,9.6,-1.0,0.55,218098.0
2017-02-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.41,0.38,0.43,0.049115,0.85,0.79,0.72,1.2,7820758.2968949,10.3,-1.0,0.56,196675.0
2017-03-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.65,0.71,0.06,0.047865,0.85,0.79,0.72,1.07,7820758.2968949,11.1,84458.0,0.55,251395.0
2017-04-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.16,0.96,-0.38,0.045513,0.85,0.79,0.72,1.02,7820758.2968949,11.3,225456.0,0.54,199081.0
2017-05-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,-0.02,1.1,-1.24,0.04353744444,0.85,0.79,0.72,1.0,7820758.2968949,11.3,142857.0,0.54,220793.0
2017-06-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.63,1.42,-0.51,0.041957,0.85,0.79,0.72,0.93,7820758.2968949,11.4,95255.0,0.53,211546.0
2017-07-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.93,1.18,-0.96,0.03837,0.85,0.79,0.72,0.86,7820758.2968949,11.7,435478.0,0.52,244680.0
2017-08-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.3,1.43,-0.3,0.03785271429,0.85,0.79,0.72,0.75,7820758.2968949,11.9,107886.0,0.53,252183.0
2017-09-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.36,1.62,0.24,0.034749,0.85,0.79,0.72,0.7,7820758.2968949,11.9,20140.0,0.52,249403.0
2017-10-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.06,1.78,0.62,0.0318266,0.85,0.79,0.72,0.65,7820758.2968949,11.9,68117.0,0.51,208299.0
2017-11-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.31,2.21,0.1,0.03056971429,0.85,0.79,0.72,0.65,7820758.2968949,12.0,-1.0,0.52,238414.0
2017-12-01,18821380.70974975,29668745.65243542,1.6676081236250002,10710477.7803222,11286500.0,0.31,2.5,0.8,0.028333,0.85,0.79,0.72,0.65,7820758.2968949,12.2,146796.0,0.53,213179.0
2018-01-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.07,2.95,0.74,0.0268514,0.85,0.79,0.73,0.71,7820758.2968949,12.7,50098.0,0.53,221534.0
2018-02-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.31,0.29,0.58,0.026481,0.85,0.79,0.73,0.68,7813724.30644261,13.3,15470.0,0.53,212139.0
2018-03-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.13,0.61,0.15,0.02581005556,0.85,0.79,0.73,0.71,7813724.30644261,13.9,72333.0,0.53,228994.0
2018-04-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.24,0.7,0.56,0.02528571429,0.85,0.79,0.73,0.69,7813724.30644261,13.7,156624.0,0.55,226827.0
2018-05-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.29,0.92,0.93,0.02462,0.85,0.79,0.73,0.74,7813724.30644261,13.4,166476.0,0.55,186855.0
2018-06-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.23,1.33,1.64,0.02462,0.85,0.79,0.73,0.73,7813724.30644261,13.1,87223.0,0.55,253021.0
2018-07-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.97,2.6,1.48,0.02462,0.85,0.79,0.73,0.75,7813724.30644261,12.9,478372.0,0.57,194988.0
2018-08-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.61,2.94,0.44,0.02462,0.85,0.79,0.73,0.77,7813724.30644261,12.7,52275.0,0.55,244406.0
2018-09-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.15,2.85,0.68,0.02462,0.85,0.79,0.73,0.84,7813724.30644261,12.5,-1.0,0.56,201372.0
2018-10-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.23,3.34,1.79,0.02462,0.85,0.79,0.73,0.87,7813724.30644261,12.3,91980.0,0.54,251369.0
2018-11-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.35,3.81,0.26,0.02462,0.85,0.79,0.73,0.88,7813724.30644261,12.1,-1.0,0.55,242782.0
2018-12-01,18725897.10494975,30591922.30584583,1.653808244708333,9165321.8798623,11322895.0,0.13,3.59,-1.14,0.02462,0.85,0.79,0.73,0.86,7813724.30644261,11.9,127577.0,0.55,201288.0
2019-01-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.13,3.75,-0.45,0.02462,0.85,0.79,0.73,0.85,7813724.30644261,12.3,61173.0,0.55,226547.0
2019-02-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.49,0.32,0.07,0.02462,0.85,0.79,0.73,0.81,7827728.36985003,12.7,30414.0,0.54,228500.0
2019-03-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.09,0.75,1.25,0.02462,0.85,0.79,0.73,0.75,7827728.36985003,13.2,94087.0,0.55,223896.0
2019-04-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.31,1.51,1.07,0.02462,0.85,0.79,0.73,0.74,7827728.36985003,13.0,230476.0,0.55,234132.0
2019-05-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.38,2.09,0.9,0.02462,0.85,0.79,0.73,0.7,7827728.36985003,12.8,188491.0,0.54,207586.0
2019-06-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.03,2.22,0.4,0.02462,0.85,0.79,0.73,0.71,7827728.36985003,12.6,102657.0,0.54,228583.0
2019-07-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.88,2.23,0.63,0.02462,0.85,0.79,0.73,0.7,7827728.36985003,12.4,498224.0,0.54,234565.0
2019-08-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.58,2.42,-0.01,0.02462,0.85,0.79,0.73,0.69,7827728.36985003,12.3,59231.0,0.54,249519.0
2019-09-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.42,2.54,-0.51,0.022751,0.85,0.79,0.73,0.62,7827728.36985003,12.0,-1.0,0.53,230086.0
2019-10-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.46,2.49,0.5,0.02203519048,0.85,0.79,0.73,0.59,7827728.36985003,11.9,70246.0,0.54,233136.0
2019-11-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.18,2.6,0.55,0.02078995652,0.85,0.79,0.73,0.57,7827728.36985003,11.7,-1.0,0.54,233800.0
2019-12-01,19583749.78829292,33044492.79530992,1.7289995069416666,8974276.17552334,11329605.0,0.04,3.12,0.85,0.018985,0.85,0.79,0.73,0.54,7827728.36985003,11.7,171163.0,0.54,223214.0
