data,Amapá - PIB - Per Capita,Amapá - PIB - Preços de Mercado,Amapá - PIB - Estadual,Amapá - PIB - Construção Civil,Amapá - População,Amapá - INCC (%),Amapá - IPCA - Variação mensal durante o Plano Real (%),Amapá - IGP-DI,Amapá - Taxa Selic (%),Amapá - IDH - Longevidade,Amapá - IDH - Renda,Amapá - IDH - Educação,Amapá - NFSP - Fluxo Mensal (Milhões de reais),Amapá - Estoque liquido de capital fixo - (R$),Amapá - Desemprego,Amapá - Produção de Cimento (t),Amapá - Valor,Amapá - Consumo de Cimento (t)
2013-05-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,0.74,2.5,-0.06,0.02781163636,0.8,0.694,0.66,0.98,7469859.82561107,7.7,195731.0,-1.0,21952.0
2013-06-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,2.25,2.88,0.32,0.02842080952,0.8,0.694,0.66,0.88,7469859.82561107,7.6,51626.0,-1.0,20633.0
2013-07-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,1.15,3.15,0.76,0.030177,0.8,0.694,0.66,0.76,7469859.82561107,7.5,76350.0,-1.0,18092.0
2013-08-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,0.48,3.18,0.14,0.03137373913,0.8,0.694,0.66,0.82,7469859.82561107,7.4,553810.0,-1.0,19537.0
2013-09-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,0.31,3.43,0.46,0.03217809091,0.8,0.694,0.66,0.73,7469859.82561107,7.1,101680.0,-1.0,14595.0
2013-10-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,0.43,3.79,1.36,0.033839,0.8,0.694,0.66,0.63,7469859.82561107,7.0,281145.0,-1.0,15461.0
2013-11-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,0.26,4.38,0.63,0.03510369565,0.8,0.694,0.66,0.71,7469859.82561107,6.8,185019.0,-1.0,22239.0
2013-12-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,0.35,4.95,0.28,0.0358381,0.8,0.694,0.66,0.81,7469859.82561107,6.9,-1.0,-1.0,28008.0
2014-01-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.1,5.91,0.69,0.0374662381,0.8,0.694,0.71,0.82,7469859.82561107,7.3,695519.0,-1.0,20083.0
2014-02-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.88,0.55,0.4,0.03845090909,0.8,0.694,0.71,0.77,7640474.20151994,7.8,-1.0,-1.0,18254.0
2014-03-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.33,1.24,0.85,0.0393598,0.8,0.694,0.71,0.75,7640474.20151994,8.1,-1.0,-1.0,14837.0
2014-04-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.28,2.18,1.48,0.040168,0.8,0.694,0.71,0.84,7640474.20151994,7.9,-1.0,-1.0,18106.0
2014-05-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.88,2.86,0.45,0.0409735,0.8,0.694,0.71,1.0,7640474.20151994,7.7,199751.0,-1.0,25047.0
2014-06-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,2.05,3.33,-0.45,0.041063,0.8,0.694,0.71,1.06,7640474.20151994,7.5,-1.0,-1.0,15795.0
2014-07-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.66,3.75,-0.63,0.041063,0.8,0.694,0.71,1.04,7640474.20151994,7.4,-1.0,-1.0,19112.0
2014-08-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.75,3.76,-0.55,0.041063,0.8,0.694,0.71,0.93,7640474.20151994,7.2,-1.0,-1.0,28237.0
2014-09-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.08,4.02,0.06,0.04106814286,0.8,0.694,0.71,0.9,7640474.20151994,7.0,108865.0,-1.0,29245.0
2014-10-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.15,4.61,0.02,0.041063,0.8,0.694,0.71,0.96,7640474.20151994,6.8,-1.0,-1.0,27453.0
2014-11-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.17,5.05,0.59,0.04114073913,0.8,0.694,0.71,0.87,7640474.20151994,6.6,-1.0,-1.0,27780.0
2014-12-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.44,5.58,1.14,0.041957,0.8,0.694,0.71,0.91,7640474.20151994,6.3,-1.0,-1.0,30408.0
2015-01-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.08,6.41,0.38,0.043496,0.81,0.694,0.69,1.12,7640474.20151994,6.5,698724.0,-1.0,15525.0
2015-02-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.92,1.24,0.67,0.04433033333,0.81,0.694,0.69,1.04,7751228.17009106,6.8,-1.0,-1.0,16920.0
2015-03-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.31,2.48,0.53,0.045513,0.81,0.694,0.69,1.08,7751228.17009106,7.2,-1.0,-1.0,16351.0
2015-04-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.62,3.83,1.21,0.04703818182,0.81,0.694,0.69,1.09,7751228.17009106,7.2,-1.0,-1.0,16119.0
2015-05-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.46,4.56,0.92,0.04737575,0.81,0.694,0.69,1.03,7751228.17009106,7.1,-1.0,-1.0,13855.0
2015-06-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.95,5.34,0.4,0.049037,0.81,0.694,0.69,1.05,7751228.17009106,6.9,-1.0,-1.0,13142.0
2015-07-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,1.84,6.17,0.68,0.05053785714,0.81,0.694,0.69,1.13,7751228.17009106,7.0,-1.0,-1.0,20199.0
2015-08-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.55,6.83,0.58,0.05093956522,0.81,0.694,0.69,1.27,7751228.17009106,7.0,-1.0,-1.0,22372.0
2015-09-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.59,7.06,0.4,0.052531,0.81,0.694,0.69,1.36,7751228.17009106,6.9,-1.0,-1.0,22501.0
2015-10-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.22,7.64,1.42,0.052531,0.81,0.694,0.69,1.34,7751228.17009106,6.7,-1.0,-1.0,19856.0
2015-11-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.36,8.52,1.76,0.052531,0.81,0.694,0.69,1.45,7751228.17009106,6.6,-1.0,-1.0,21145.0
2015-12-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.34,9.62,1.19,0.052531,0.81,0.694,0.69,1.49,7751228.17009106,6.6,-1.0,-1.0,15802.0
2016-01-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.1,10.67,0.44,0.052531,0.81,0.694,0.7,1.49,7751228.17009106,6.9,-1.0,-1.0,15917.0
2016-02-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.39,1.27,1.53,0.052531,0.81,0.694,0.7,1.55,7806241.86849827,7.5,-1.0,-1.0,13267.0
2016-03-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.54,2.18,0.79,0.052531,0.81,0.694,0.7,1.67,7806241.86849827,8.0,-1.0,-1.0,10085.0
2016-04-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.64,2.62,0.43,0.052531,0.81,0.694,0.7,1.67,7806241.86849827,8.1,-1.0,-1.0,11503.0
2016-05-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.55,3.25,0.36,0.052531,0.81,0.694,0.7,1.63,7806241.86849827,8.3,-1.0,-1.0,13391.0
2016-06-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.08,4.05,1.13,0.052531,0.81,0.694,0.7,1.62,7806241.86849827,8.4,-1.0,-1.0,12194.0
2016-07-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,1.93,4.42,1.63,0.052531,0.81,0.694,0.7,1.64,7806241.86849827,8.7,-1.0,-1.0,13915.0
2016-08-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.49,4.96,-0.39,0.052531,0.81,0.694,0.7,1.66,7806241.86849827,8.9,-1.0,-1.0,12302.0
2016-09-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.29,5.42,0.43,0.052531,0.81,0.694,0.7,1.61,7806241.86849827,9.0,-1.0,-1.0,18278.0
2016-10-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.33,5.51,0.03,0.052531,0.81,0.694,0.7,1.62,7806241.86849827,9.1,-1.0,-1.0,17107.0
2016-11-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.21,5.78,0.13,0.0521826,0.81,0.694,0.7,1.52,7806241.86849827,9.1,-1.0,-1.0,20196.0
2016-12-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.16,5.97,0.05,0.05166,0.81,0.694,0.7,1.41,7806241.86849827,9.1,-1.0,-1.0,17739.0
2017-01-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.35,6.29,0.83,0.050788,0.82,0.69,0.71,1.25,7806241.86849827,9.6,-1.0,-1.0,12495.0
2017-02-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.41,0.38,0.43,0.049115,0.82,0.69,0.71,1.2,7820758.2968949,10.3,-1.0,-1.0,8322.0
2017-03-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.65,0.71,0.06,0.047865,0.82,0.69,0.71,1.07,7820758.2968949,11.1,-1.0,-1.0,11373.0
2017-04-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.16,0.96,-0.38,0.045513,0.82,0.69,0.71,1.02,7820758.2968949,11.3,99164.0,-1.0,9651.0
2017-05-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,-0.02,1.1,-1.24,0.04353744444,0.82,0.69,0.71,1.0,7820758.2968949,11.3,125444.0,-1.0,10855.0
2017-06-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.63,1.42,-0.51,0.041957,0.82,0.69,0.71,0.93,7820758.2968949,11.4,35167.0,-1.0,13970.0
2017-07-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.93,1.18,-0.96,0.03837,0.82,0.69,0.71,0.86,7820758.2968949,11.7,56704.0,-1.0,12399.0
2017-08-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.3,1.43,-0.3,0.03785271429,0.82,0.69,0.71,0.75,7820758.2968949,11.9,499239.0,-1.0,11268.0
2017-09-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.36,1.62,0.24,0.034749,0.82,0.69,0.71,0.7,7820758.2968949,11.9,43160.0,-1.0,8741.0
2017-10-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.06,1.78,0.62,0.0318266,0.82,0.69,0.71,0.65,7820758.2968949,11.9,150274.0,-1.0,12358.0
2017-11-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.31,2.21,0.1,0.03056971429,0.82,0.69,0.71,0.65,7820758.2968949,12.0,119000.0,-1.0,11876.0
2017-12-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.31,2.5,0.8,0.028333,0.82,0.69,0.71,0.65,7820758.2968949,12.2,-1.0,-1.0,11713.0
2018-01-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.07,2.95,0.74,0.0268514,0.82,0.7,0.71,0.71,7820758.2968949,12.7,385702.0,-1.0,11449.0
2018-02-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.31,0.29,0.58,0.026481,0.82,0.7,0.71,0.68,7813724.30644261,13.3,-1.0,-1.0,7805.0
2018-03-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.13,0.61,0.15,0.02581005556,0.82,0.7,0.71,0.71,7813724.30644261,13.9,-1.0,-1.0,7726.0
2018-04-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.24,0.7,0.56,0.02528571429,0.82,0.7,0.71,0.69,7813724.30644261,13.7,102799.0,-1.0,8516.0
2018-05-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.29,0.92,0.93,0.02462,0.82,0.7,0.71,0.74,7813724.30644261,13.4,64673.0,-1.0,8503.0
2018-06-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.23,1.33,1.64,0.02462,0.82,0.7,0.71,0.73,7813724.30644261,13.1,19254.0,-1.0,10175.0
2018-07-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.97,2.6,1.48,0.02462,0.82,0.7,0.71,0.75,7813724.30644261,12.9,65152.0,-1.0,11775.0
2018-08-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.61,2.94,0.44,0.02462,0.82,0.7,0.71,0.77,7813724.30644261,12.7,511935.0,-1.0,9724.0
2018-09-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.15,2.85,0.68,0.02462,0.82,0.7,0.71,0.84,7813724.30644261,12.5,16033.0,-1.0,10069.0
2018-10-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.23,3.34,1.79,0.02462,0.82,0.7,0.71,0.87,7813724.30644261,12.3,151120.0,-1.0,13930.0
2018-11-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.35,3.81,0.26,0.02462,0.82,0.7,0.71,0.88,7813724.30644261,12.1,82498.0,-1.0,11918.0
2018-12-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.13,3.59,-1.14,0.02462,0.82,0.7,0.71,0.86,7813724.30644261,11.9,-1.0,-1.0,11757.0
2019-01-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.13,3.75,-0.45,0.02462,0.82,0.7,0.71,0.85,7813724.30644261,12.3,342776.0,-1.0,9691.0
2019-02-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.49,0.32,0.07,0.02462,0.82,0.7,0.71,0.81,7827728.36985003,12.7,-1.0,-1.0,7378.0
2019-03-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.09,0.75,1.25,0.02462,0.82,0.7,0.71,0.75,7827728.36985003,13.2,-1.0,-1.0,6970.0
2019-04-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.31,1.51,1.07,0.02462,0.82,0.7,0.71,0.74,7827728.36985003,13.0,120135.0,-1.0,7612.0
2019-05-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.38,2.09,0.9,0.02462,0.82,0.7,0.71,0.7,7827728.36985003,12.8,61921.0,-1.0,8442.0
2019-06-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.03,2.22,0.4,0.02462,0.82,0.7,0.71,0.71,7827728.36985003,12.6,16284.0,-1.0,8835.0
2019-07-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.88,2.23,0.63,0.02462,0.82,0.7,0.71,0.7,7827728.36985003,12.4,63896.0,-1.0,11251.0
2019-08-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.58,2.42,-0.01,0.02462,0.82,0.7,0.71,0.69,7827728.36985003,12.3,574792.0,-1.0,11342.0
2019-09-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.42,2.54,-0.51,0.022751,0.82,0.7,0.71,0.62,7827728.36985003,12.0,27345.0,-1.0,13110.0
2019-10-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.46,2.49,0.5,0.02203519048,0.82,0.7,0.71,0.59,7827728.36985003,11.9,220634.0,-1.0,13195.0
2019-11-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.18,2.6,0.55,0.02078995652,0.82,0.7,0.71,0.57,7827728.36985003,11.7,118005.0,-1.0,10053.0
2019-12-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.04,3.12,0.85,0.018985,0.82,0.7,0.71,0.54,7827728.36985003,11.7,-1.0,-1.0,12274.0
