, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Rondônia - Produção de Cimento (t),Rondônia - IDH,Rondônia - PIB - Estadual,Rondônia - PIB - Construção Civil,Rondônia - PIB - Per Capita,Rondônia - PIB - Preços de Mercado,Rondônia - Consumo de Cimento (t),Rondônia - Desemprego
2011-5,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.981952980012904,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,49.0547598208049,0.7043243220347067,23531180.4696284,1599093.368562122,11.762013410916822,19055209.94245187,79.718,7.486572592354943
2011-6,0.460777089427583,-9975.112230204764,2.095226448555367,0.8370840617867931,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,49.1617504250843,0.7044589130934997,23568655.62776247,1594253.2285265902,11.761471966075664,19061470.88421792,92.461,7.369062119246676
2011-7,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.865031119055218,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,49.32242671007946,0.7045935041522926,23606130.78589654,1589413.088491058,11.760930521234506,19067731.82598397,95.233,7.2515516461384095
2011-8,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8749809524957644,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,49.51873836596361,0.7047280952110856,23643605.944030613,1584572.948455526,11.760389076393349,19073992.767750025,111.497,7.134041173030142
2011-9,0.4606035369977562,-9679.164240091171,2.075344728788324,1.051632929733649,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,49.336221248656,0.7048626862698786,23681081.10216469,1579732.808419994,11.759847631552187,19080253.70951608,101.484,7.016530699921876
2011-10,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8454056053728413,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,49.225272471264205,0.7049972773286716,23718556.26029876,1574892.668384462,11.759306186711031,19086514.65128213,88.575,6.899020226813609
2011-11,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,49.01563108390361,0.7051318683874646,23756031.41843283,1570052.5283489302,11.758764741869872,19092775.593048185,85.509,6.7815097537053415
2011-12,0.4721630104203435,-9986.589161982563,2.076644486808949,0.9509558872325296,0.5250917546367961,193152470.9777836,7812759.248743567,0.5951869340064411,48.77860915741136,0.7052664594462574,23793506.5765669,1565212.3883133982,11.758223297028715,19099036.534814235,69.009,6.663999280597075
2012-1,0.4733415062904513,-10404.150759011012,2.0905714352596823,0.7067068004037954,0.5361604483491258,193258203.49791336,7815135.384009959,0.6110671295983301,48.76251785068423,0.7054010505050504,23830981.73470097,1560372.2482778665,11.757681852187558,19105297.47658029,76.504,6.546488807488808
2012-2,0.476080947409229,-9928.241624071832,2.1011962123086314,0.7404291834197307,0.547043585265198,193353913.43027985,7816645.273799296,0.5998092162889704,48.56875517057695,0.7054802244668911,23863626.73287389,1556900.1579077356,11.756351581768994,19109906.347667355,71.465,6.57738313907911
2012-3,0.4859216468538039,-9880.218215766452,2.117529533577395,0.8195461604428426,0.5760461169470958,193449623.3626464,7818155.163588634,0.5994875672440965,48.36666678198071,0.7055593984287317,23896271.73104681,1553428.0675376046,11.75502131135043,19114515.218754426,60.31,6.608277470669411
2012-4,0.495982472496991,-10098.092464217463,2.1289644149802243,0.6810678508344918,0.5748028697718967,193545333.2950128,7819665.053377971,0.6070633278923643,48.35499950427844,0.7056385723905723,23928916.72921973,1549955.9771674736,11.753691040931866,19119124.08984149,59.47,6.639171802259713
2012-5,0.4931284401808382,-9610.545103294866,2.157948049971086,0.5439273938364722,0.5455839993066408,193641043.2273793,7821174.943167307,0.6337829017520761,48.19673323295882,0.7057177463524129,23961561.72739265,1546483.886797343,11.752360770513302,19123732.96092856,83.207,6.670066133850015
2012-6,0.4947842743091953,-9553.334932170872,2.190346510129612,0.5485345391500699,0.5142239683724931,193736753.15974572,7822684.832956645,0.6091979248637831,47.69106494916195,0.7057969203142536,23994206.72556557,1543011.7964272122,11.751030500094735,19128341.832015622,78.851,6.700960465440316
2012-7,0.4943665113324502,-9513.302050841186,2.214523649851895,0.5506897392060969,0.4886763343071003,193832463.09211224,7824194.722745982,0.6098789200190179,47.07688477170202,0.7058760942760942,24026851.72373849,1539539.7060570812,11.749700229676174,19132950.70310269,87.357,6.731854797030618
2012-8,0.4915042848216534,-9248.591121065274,2.219844415701115,0.6454078839920825,0.4575820419650054,193928173.0244788,7825704.612535319,0.5983134710296607,46.36910122218177,0.7059552682379349,24059496.72191141,1536067.6156869505,11.74836995925761,19137559.574189752,103.474,6.76274912862092
2012-9,0.495333786512332,-8953.98283753283,2.23523857379288,0.7409720966684825,0.4292143004039244,194023882.9568452,7827214.502324657,0.5963880599560772,45.43608809071851,0.7060344421997755,24092141.72008433,1532595.5253168195,11.747039688839044,19142168.44527682,76.909,6.793643460211221
2012-10,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6128687011734038,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735,44.685391584024856,0.7061136161616162,24124786.71825725,1529123.4349466888,11.745709418420482,19146777.31636389,81.917,6.824537791801522
2012-11,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8852303174292789,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005,43.919783197649096,0.7061927901234567,24157431.71643017,1525651.344576558,11.74437914800192,19151386.187450957,84.588,6.855432123391824
2012-12,0.4951952296466009,-8544.01174850321,2.257490310710041,0.6836336087568325,0.4479600832678483,194311012.75394467,7831744.1716926675,0.5956513693421339,43.01581859223867,0.7062719640852974,24190076.71460309,1522179.254206427,11.743048877583352,19155995.05853802,69.449,6.886326454982125
2013-1,0.5046931182782365,-8401.94723497529,2.2677230439962424,0.6001335188895731,0.4466402817276171,194406722.6863112,7833254.061482005,0.6113594968254873,42.21062874559405,0.706351138047138,24222721.71277601,1518707.1638362962,11.74171860716479,19160603.929625086,71.963,6.917220786572427
2013-2,0.5124255618774355,-7683.858924014924,2.2834910014644234,0.7074393944091001,0.44956565047477,194494304.85081053,7833744.844245157,0.6049217884945463,41.58655947714794,0.7064855209502431,24253085.674364083,1516731.4849647735,11.743842688344008,19166217.09088863,63.171,6.948057428948406
2013-3,0.5277338631085374,-7874.357530363,2.30250674180213,0.7231039597573724,0.4689655756860415,194581887.01530987,7834235.627008309,0.6055953327124688,40.9198444999617,0.7066199038533483,24283449.63595216,1514755.8060932506,11.745966769523225,19171830.25215217,67.048,6.978894071324385
2013-4,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7189617973484183,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569,40.090778634582726,0.7067542867564534,24313813.59754023,1512780.1272217275,11.74809085070244,19177443.413415723,55.862,7.009730713700364
2013-5,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7142694802829325,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531,39.67179060968008,0.7068886696595584,24344177.559128303,1510804.448350205,11.750214931881658,19183056.574679267,77.398,7.040567356076343
2013-6,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6063186036765393,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899,38.803371412951584,0.7070230525626636,24374541.520716377,1508828.7694786824,11.752339013060874,19188669.73594281,71.219,7.071403998452322
2013-7,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6146829914853935,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006,38.35363189958444,0.7071574354657687,24404905.482304454,1506853.0906071595,11.75446309424009,19194282.89720636,81.103,7.102240640828301
2013-8,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7815049760427922,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934,37.459143375755104,0.7072918183688738,24435269.443892527,1504877.4117356366,11.756587175419307,19199896.058469903,77.081,7.133077283204281
2013-9,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316,36.40281636429312,0.707426201271979,24465633.4054806,1502901.732864114,11.758711256598524,19205509.219733447,73.869,7.16391392558026
2013-10,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813,35.65097719755685,0.707560584175084,24495997.367068674,1500926.053992591,11.760835337777742,19211122.38099699,73.104,7.194750567956239
2013-11,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995,34.827460967481194,0.7076949670781891,24526361.328656748,1498950.3751210684,11.76295941895696,19216735.54226053,65.958,7.225587210332217
2013-12,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329,34.02404350154838,0.7078293499812943,24556725.29024482,1496974.6962495456,11.765083500136177,19222348.703524083,48.894,7.256423852708196
2014-1,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8458265355767571,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775,33.463897846764,0.7079637328843994,24587089.25183289,1494999.017378023,11.767207581315391,19227961.864787627,59.066,7.287260495084175
2014-2,0.6267255529646644,-3998.777950768382,2.657054580116229,0.8449975925961759,0.5677726853077433,195539057.87683183,7838649.955390375,0.5806989603027664,32.71807178254405,0.708074592140541,24610659.057740625,1492608.8222896887,11.768947862344788,19231942.671279427,53.946,7.317863240571163
2014-3,0.6244938102208978,-3922.007671721373,2.686153730479649,0.9519917340746724,0.5596242995943259,195620407.09336025,7838156.45614092,0.586635485690803,32.09036104284659,0.7081854513966828,24634228.863648355,1490218.6272013546,11.770688143374183,19235923.477771223,59.13950000000011,7.348465986058151
2014-4,0.6209952829426753,-3994.229497353106,2.7114317753143893,0.7872261937543699,0.5364320176075347,195701756.30988863,7837662.956891467,0.591883402393797,31.45396413271849,0.7082963106528244,24657798.669556085,1487828.4321130204,11.77242842440358,19239904.284263022,64.333,7.379068731545138
2014-5,0.6257914627476894,-3354.8084163966905,2.7478086602191683,0.7628605212524775,0.5495264900123437,195783105.52641705,7837169.457642012,0.5752470773836221,30.80481763825516,0.708407169908966,24681368.47546381,1485438.2370246863,11.774168705432976,19243885.090754826,64.333,7.409671477032126
2014-6,0.6262539734123189,-3377.357259521218,2.7716833665507616,0.8204530479465566,0.5920559285981742,195864454.74294543,7836675.958392558,0.5716034891312047,30.14565318005421,0.7085180291651078,24704938.281371545,1483048.0419363522,11.77590898646237,19247865.897246625,64.333,7.440274222519114
2014-7,0.6313860080878928,-3216.635878446735,2.7882412615797647,0.8622866555215983,0.5985422951333923,195945803.95947385,7836182.459143104,0.5673668679938052,29.48335614686542,0.7086288884212494,24728508.087279275,1480657.846848018,11.777649267491768,19251846.70373842,64.333,7.470876968006101
2014-8,0.6429578345522896,-2885.616364724399,2.799745702635436,0.9441698267557116,0.620784457599235,196027153.17600223,7835688.959893649,0.5571115199932906,28.820077137029116,0.708739747677391,24752077.893187,1478267.651759684,11.779389548521165,19255827.51023022,64.333,7.501479713493088
2014-9,0.6425793355672005,-2848.963410513361,2.808315116654504,0.859855655660007,0.6235028742448315,196108502.39253065,7835195.460644195,0.5613727046660177,28.157706383104703,0.7088506069335327,24775647.69909473,1475877.4566713497,11.781129829550558,19259808.31672202,64.333,7.532082458980076
2014-10,0.6392578161601571,-3907.107095676229,2.804908515488413,0.9527685333529272,0.6297128451395438,196189851.609059,7834701.96139474,0.561882595374384,27.50085894300764,0.7089614661896744,24799217.50500246,1473487.2615830156,11.782870110579951,19263789.12321382,64.333,7.562685204467064
2014-11,0.6373515694579686,-3227.51837665533,2.795899184623759,0.903484686433327,0.6229666635258632,196271200.8255874,7834208.462145286,0.5609901993899514,26.84592678998396,0.709072325445816,24822787.31091019,1471097.0664946814,11.784610391609348,19267769.92970562,64.333,7.5932879499540515
2014-12,0.6360469982134822,-1917.4317974494293,2.78399183647624,0.8145209650102684,0.620227626267029,196352550.0421158,7833714.962895832,0.5583468086194056,26.19325333560013,0.7091831847019577,24846357.11681792,1468706.8714063473,11.786350672638743,19271750.73619742,64.333,7.623890695441039
2015-1,0.6307582587964796,-2616.8997576320057,2.7629000308796305,1.0536605772588818,0.6247636985731346,196433899.2586442,7833221.463646377,0.5643201849311866,25.545708272053567,0.7092940439580994,24869926.92272565,1466316.676318013,11.78809095366814,19275731.54268922,56.45800000000008,7.654493440928027
2015-2,0.6147595881948112,-1862.845727482143,2.731373030611945,0.9343924255717088,0.6159498907536554,196510910.34709772,7832032.576236982,0.5578499948925274,24.94654954518831,0.709762040032763,24887044.70480565,1464959.6979609868,11.790063815934763,19279118.339063976,48.583,7.653591722011776
2015-3,0.5970521193441455,-1788.67566224678,2.690513480186384,1.0502918609744532,0.6007740589226123,196587921.43555132,7830843.688827586,0.5538281215537108,24.44119074191216,0.7102300361074265,24904162.486885644,1463602.7196039604,11.792036678201386,19282505.135438733,48.583,7.652690003095525
2015-4,0.5743851449816068,-1983.071950652572,2.644962597296267,1.1781201483239936,0.5534640279682566,196664932.5240049,7829654.801418191,0.5397104233667973,23.902375650640018,0.7106980321820902,24921280.26896564,1462245.741246934,11.794009540468007,19285891.93181349,48.583,7.651788284179275
2015-5,0.5670526867581346,-1293.4323802746076,2.593045627781998,0.981061434687602,0.5257622894811392,196741943.61245853,7828465.914008795,0.5418486420045491,23.490224569335066,0.7111660282567537,24938398.05104564,1460888.7628899077,11.795982402734632,19289278.728188246,48.583,7.650886565263024
2015-6,0.5478333106966745,-1067.0845865121862,2.546115295902478,1.0942617674036763,0.4987332763683365,196818954.7009121,7827277.0265994,0.5400657850543165,23.05813721574201,0.7116340243314173,24955515.833125632,1459531.784532881,11.797955265001256,19292665.524563003,48.583,7.649984846346773
2015-7,0.5365873701380962,-977.4173895299176,2.494946044886325,0.8220034096531711,0.4787533394551196,196895965.7893657,7826088.139190003,0.5074060266479925,22.64969511842287,0.7121020204060808,24972633.61520563,1458174.806175855,11.799928127267878,19296052.32093776,48.583,7.649083127430522
2015-8,0.5273742665657696,-1005.6966908148006,2.438647482980156,1.1021464711143305,0.471500431076438,196972976.8778193,7824899.251780608,0.5018784506026249,22.332591452335024,0.7125700164807445,24989751.397285625,1456817.8278188289,11.8019009895345,19299439.11731252,48.583,7.6481814085142705
2015-9,0.5254036415611213,-1039.1595055245705,2.375528331843324,0.9550162189144316,0.4754222059965265,197049987.9662729,7823710.364371212,0.4892573432807409,22.0398484101661,0.7130380125554081,25006869.17936562,1455460.8494618025,11.803873851801123,19302825.913687278,48.583,7.64727968959802
2015-10,0.5220003499305623,-1243.715598453343,2.3072500360953296,1.155559718430175,0.4476002509116798,197126999.05472648,7822521.476961817,0.4890711871355146,21.78006189215185,0.7135060086300716,25023986.96144562,1454103.8711047762,11.805846714067746,19306212.71006203,48.583,7.646377970681769
2015-11,0.5097139584731153,-1329.2467358809024,2.2426446030768825,1.0277227053462428,0.4263937170455484,197204010.14318004,7821332.589552421,0.4860587480427329,21.51101697338265,0.7139740047047353,25041104.743525613,1452746.8927477498,11.807819576334367,19309599.506436788,48.583,7.645476251765518
2015-12,0.4963303303387326,-1107.7866583101536,2.1904251534185515,1.1001608888830354,0.4149277811632851,197281021.23163363,7820143.702143026,0.4784691485313357,21.240763014319413,0.7144420007793988,25058222.52560561,1451389.9143907237,11.809792438600992,19312986.302811544,48.583,7.644574532849267
2016-1,0.4804030314721972,-3390.8754810096625,2.1483491910676875,1.101655259880485,0.4151945630880473,197358032.3200872,7818954.81473363,0.4806328467484032,20.938150876096085,0.7149099968540624,25075340.307685606,1450032.936033697,11.811765300867616,19316373.0991863,42.20800000000008,7.643672813933017
2016-2,0.4582345653383405,-2667.741466194896,2.1171823395135774,0.998076311715314,0.3840895451802815,197432600.1003621,7817259.857969137,0.4731333880353363,20.6199228038084,0.7149093150120478,25083290.62304054,1450417.7939422824,11.813717769347992,19318651.3627398,35.833,7.613541534769666
2016-3,0.4382653615092318,-2859.062558346457,2.0931033141951554,1.050583032622211,0.3756470321164557,197507167.8806371,7815564.901204644,0.4648157232951847,20.331835215321085,0.7149086331700331,25091240.938395467,1450802.651850868,11.81567023782837,19320929.6262933,35.833,7.583410255606317
2016-4,0.4301790666375651,-3169.352453991868,2.072428815903636,1.0407778297845294,0.3820964756373156,197581735.66091204,7813869.944440151,0.455186748552417,20.0501743383745,0.7149079513280184,25099191.2537504,1451187.5097594536,11.817622706308748,19323207.8898468,35.833,7.553278976442967
2016-5,0.4219991438558282,-2883.308840862046,2.0559185514258647,1.10315093973575,0.4050692196787397,197656303.44118696,7812174.9876756575,0.4458664086781032,19.813003701172143,0.7149072694860037,25107141.569105327,1451572.367668039,11.819575174789124,19325486.153400306,35.833,7.523147697279617
2016-6,0.4276360353070148,-2975.6400740144,2.0383289573688583,1.208212978764004,0.4092639692637682,197730871.2214619,7810480.030911164,0.4613892521739088,19.714838402164617,0.7149065876439891,25115091.88446026,1451957.2255766245,11.8215276432695,19327764.4169538,35.833,7.493016418116267
2016-7,0.423174444733437,-3206.2407436979347,2.0315258061610644,1.0298165732903195,0.3812478068283722,197805439.0017368,7808785.074146671,0.4322012065217192,19.601148304656668,0.7149059058019744,25123042.19981519,1452342.0834852098,11.82348011174988,19330042.680507302,35.833,7.462885138952917
2016-8,0.406476249562938,-3149.757781764285,2.0305724295198666,1.1556768697997215,0.3986499601282697,197880006.78201172,7807090.117382177,0.4225039481243295,19.67092540408681,0.7149052239599597,25130992.51517012,1452726.9413937954,11.825432580230256,19332320.944060806,35.833,7.432753859789567
2016-9,0.4024664212978491,-3439.0590351732635,2.04589542394608,1.103150436494035,0.4218717050778418,197954574.5622867,7805395.160617684,0.418532365024963,19.713750295834345,0.7149045421179451,25138942.83052505,1453111.7993023808,11.827385048710632,19334599.207614303,35.833,7.402622580626217
2016-10,0.405117178149495,-3965.9673132275466,2.0672746138908056,1.1145072852531863,0.4224506608091278,198029142.34256163,7803700.203853191,0.4160254193180028,19.74264623574428,0.7149038602759303,25146893.14587998,1453496.657210966,11.82933751719101,19336877.471167807,35.833,7.372491301462867
2016-11,0.3907469610472366,-2953.9693584836964,2.086506575082691,1.15568180602626,0.3923024529656499,198103710.1228366,7802005.247088698,0.4114160891944031,19.67309378982345,0.7149031784339157,25154843.461234912,1453881.5151195517,11.831289985671388,19339155.734721307,35.833,7.342360022299518
2016-12,0.3851019690388544,-2879.5516234189686,2.094478154479812,1.0506184491036612,0.377390938464421,198178277.90311152,7800310.290324205,0.4077513114353103,19.62539165862484,0.714902496591901,25162793.77658984,1454266.3730281373,11.833242454151764,19341433.998274807,32.773999999999944,7.312228743136168
2017-1,0.3803888051781477,-5075.622232112225,2.0938758344390687,0.7810959396630986,0.3569248836113066,198252845.68338645,7798615.333559711,0.4075350767989002,19.569082528190943,0.7149018147498863,25170744.091944773,1454651.2309367226,11.835194922632144,19343712.261828307,29.715,7.282097463972818
2017-2,0.3762996326553245,-4201.060854040392,2.101650850838241,0.8250449919080073,0.3681934792243305,198326864.97537887,7796393.517478655,0.3978047684696698,19.45821261505089,0.7148556163767794,25164900.56032221,1455420.7427176377,11.834732847649988,19340430.853294764,29.662,7.271270939835558
2017-3,0.3800045315218657,-4604.7344280517855,2.113289173700002,0.8524307741146059,0.3837494708257729,198400884.26737133,7794171.701397599,0.3875997638487952,19.33887920831339,0.7148094180036725,25159057.028699644,1456190.254498553,11.834270772667834,19337149.444761217,31.408,7.260444415698298
2017-4,0.3821056011581457,-5041.93583143556,2.127631534792117,0.7995101208234832,0.4054428465788985,198474903.55936372,7791949.885316542,0.3886971443037969,19.15119938109709,0.7147632196305655,25153213.49707708,1456959.7662794683,11.83380869768568,19333868.036227677,29.484,7.249617891561038
2017-5,0.3779774472025649,-4656.590400431132,2.144624778414481,0.6463345560938362,0.435891393897483,198548922.8513562,7789728.069235486,0.3866356488127153,19.074052926616623,0.7147170212574586,25147369.96545452,1457729.2780603834,11.833346622703525,19330586.62769413,33.601,7.238791367423778
2017-6,0.3679963198646961,-5068.400972271061,2.162820271284532,1.0790560442164825,0.4573226001100615,198622942.14334863,7787506.25315443,0.388570077523086,18.918865750234616,0.7146708228843517,25141526.43383196,1458498.7898412985,11.83288454772137,19327305.219160583,36.905,7.227964843286518
2017-7,0.3728976057660844,-5595.499878102875,2.1827530258841654,0.6368105713319717,0.4758652393700967,198696961.4353411,7785284.437073373,0.3783354712469384,18.878758169305893,0.7146246245112449,25135682.902209397,1459268.3016222138,11.832422472739216,19324023.81062704,36.094,7.217138319149258
2017-8,0.366903937105431,-5783.316459502323,2.20699398468004,0.545066944551691,0.4715205842663207,198770980.72733355,7783062.620992317,0.3781503578714068,18.811820680548404,0.7145784261381379,25129839.370586827,1460037.813403129,11.831960397757062,19320742.402093496,42.556,7.206311795011999
2017-9,0.3589351548715466,-6001.730740495946,2.2153275867555475,0.78290954919478,0.4768271180048898,198845000.019326,7780840.8049112605,0.3776661110809737,18.68972331785888,0.714532227765031,25123995.838964265,1460807.3251840442,11.831498322774909,19317460.99355995,41.193,7.195485270874738
2017-10,0.3543133490207389,-6454.887704474953,2.232466347059879,0.909681615738396,0.4754272182499585,198919019.3113184,7778618.988830204,0.3778377185871009,18.54272076495465,0.7144860293919241,25118152.307341702,1461576.8369649593,11.831036247792753,19314179.58502641,37.053,7.184658746737479
2017-11,0.3527279000225793,-6243.191420924375,2.263185047283645,1.0506140089810427,0.491301237991556,198993038.60331085,7776397.172749148,0.370057443718766,18.33663217052205,0.7144398310188171,25112308.775719136,1462346.3487458746,11.830574172810598,19310898.176492862,33.527,7.173832222600219
2017-12,0.3672792049521601,-5909.074373680363,2.284012403287865,0.571256581329347,0.5118095547455561,199067057.8953033,7774175.356668091,0.3656492538346034,18.132828399035105,0.7143936326457102,25106465.244096573,1463115.86052679,11.830112097828444,19307616.767959315,25.616,7.163005698462959
2018-1,0.359951630964679,-7507.112082157307,2.294901938999484,0.4677947795212472,0.5005214276758065,199141077.18729573,7771953.540587035,0.3696733376163027,17.96611544770277,0.7143474342726033,25100621.71247401,1463885.372307705,11.82965002284629,19304335.35942577,25.221,7.152179174325699
2018-2,0.3566771125869745,-6365.607522997055,2.2942193420185,0.5842783280443261,0.4906301391980058,199211473.5675211,7769100.068513057,0.3678170211034027,17.832951459368214,0.7142288542292139,25087720.466826573,1465287.3632831555,11.827905714469154,19300895.74464954,23.321,7.139852136823789
2018-3,0.3495024706940896,-6480.507442523628,2.2880364237022737,0.5418064917506906,0.5232126003004083,199281869.9477465,7766246.596439078,0.3683207687170368,17.652258166624534,0.7141102741858245,25074819.22117913,1466689.3542586055,11.82616140609202,19297456.129873306,23.927,7.127525099321879
2018-4,0.3395277178203111,-5470.865705466022,2.2785452626718063,0.5299240735031111,0.515815979242938,199352266.32797185,7763393.124365101,0.3659433206644214,17.572593328896033,0.7139916941424351,25061917.975531697,1468091.3452340562,11.824417097714884,19294016.515097074,24.561,7.115198061819969
2018-5,0.3254327923342447,-3673.4527105981465,2.263363965667075,0.5184624540086805,0.52140209156142,199422662.70819715,7760539.652291123,0.3622852915238501,17.57288759400872,0.7138731140990459,25049016.729884263,1469493.3362095065,11.82267278933775,19290576.900320843,20.135,7.10287102431806
2018-6,0.3206049076093145,-748.3523814090865,2.2443322394271,0.4924018064984997,0.5229599052733115,199493059.0884225,7757686.180217145,0.3628244523982531,17.569477061209465,0.7137545340556565,25036115.484236825,1470895.327184957,11.820928480960614,19287137.28554461,34.837,7.09054398681615
2018-7,0.3000532519420144,680.1816531338795,2.2152710819180843,0.5175037746548349,0.5428312509061592,199563455.46864787,7754832.708143167,0.3648945585252806,17.825449278740994,0.7136359540122671,25023214.238589387,1472297.3181604072,11.81918417258348,19283697.67076838,34.338,7.07821694931424
2018-8,0.2957038398442303,2763.919661232488,2.182490373260064,0.5663143037004692,0.6161288722138691,199633851.84887323,7751979.236069188,0.3657658514233124,18.179924808824342,0.7135173739688777,25010312.99294195,1473699.3091358575,11.817439864206346,19280258.055992145,39.293,7.06588991181233
2018-9,0.308341137605073,4007.361037620176,2.152733596601701,0.541645975717225,0.6740366051135752,199704248.2290986,7749125.763995211,0.3852201759804345,18.294496225247563,0.7133987939254883,24997411.74729451,1475101.3001113082,11.81569555582921,19276818.441215917,41.61,7.05356287431042
2018-10,0.3141753154888939,4174.914508493512,2.10797519196202,0.4924006386818098,0.7177542561347128,199774644.60932392,7746272.291921233,0.4151525802856482,18.623960427888647,0.7132802138820991,24984510.50164708,1476503.2910867585,11.813951247452074,19273378.82643968,43.544,7.041235836808511
2018-11,0.3212989509448,5007.894545671494,2.054724183351228,0.5213270862341408,0.7723522886923776,199845040.98954928,7743418.819847254,0.4341143590809063,18.611640309360983,0.7131616338387097,24971609.25599964,1477905.282062209,11.81220693907494,19269939.211663447,35.658,7.028908799306601
2018-12,0.3517183793100564,6196.877278409354,2.0126469916832392,0.4659682830233899,0.8188839179929231,199915437.36977464,7740565.347773276,0.4462102421398145,18.63465146282093,0.7130430537953203,24958708.0103522,1479307.2730376592,11.810462630697806,19266499.596887216,29.693,7.016581761804691
2019-1,0.3530778978870197,4628.979909058911,1.984242274075146,0.4726719624590187,0.8964654073710557,199985833.75,7737711.875699298,0.4625053223582739,18.655044520049422,0.7129244737519309,24945806.764704764,1480709.2640131095,11.80871832232067,19263059.982110985,32.559,7.004254724302781
2019-2,0.363540940595364,5916.697911939956,1.962208936108535,0.3842518567336596,0.9613539894886018,200071297.0347222,7733993.9752234975,0.492198592675812,18.67322741784245,0.712795113704597,24922413.049813543,1482179.6873407585,11.806736111087742,19257993.586597305,24.91,6.989783808627968
2019-3,0.3734846407574057,5520.432988796697,1.9416080807058884,0.4924000719487673,0.9922348162286888,200156760.31944445,7730276.074747696,0.518818874802468,18.780860373001463,0.7126657536572631,24899019.33492233,1483650.1106684066,11.804753899854814,19252927.19108362,28.713,6.9753128929531565
2019-4,0.3643719899254779,5055.185180977277,1.9170839767672327,0.5416400033512607,1.0281222722573198,200242223.6041667,7726558.174271896,0.5335376321688695,18.87996202942367,0.7125363936099294,24875625.62003112,1485120.5339960551,11.802771688621888,19247860.79556994,32.66,6.960841977278344
2019-5,0.3693162019411377,5539.336630210192,1.896664638848358,0.4591651631549122,1.0918504238017774,200327686.8888889,7722840.273796095,0.5740445809008098,19.136957185511967,0.7124070335625955,24852231.9051399,1486590.9573237037,11.80078947738896,19242794.40005626,31.635,6.946371061603531
2019-6,0.3773027071398842,6184.950447162058,1.8758899421225184,0.5069460202278294,1.0993189754324773,200413150.1736111,7719122.373320294,0.6213386407393423,19.363751149979223,0.7122776735152616,24828838.190248683,1488061.380651352,11.79880726615603,19237728.004542574,35.142,6.93190014592872
2019-7,0.3968803885128472,6076.306190415794,1.8584015680579875,0.5416402379990359,1.129155636153343,200498613.4583333,7715404.472844493,0.6254767746825313,19.70599370915768,0.7121483134679277,24805444.47535747,1489531.8039790003,11.796825054923104,19232661.6090289,36.419,6.917429230253907
2019-8,0.4112473840791077,6518.883661201889,1.8368841913676568,0.5528454811903901,1.1398350320060624,200584076.7430556,7711686.572368692,0.6280714951608086,19.90132504670568,0.7120189534205938,24782050.76046625,1491002.227306649,11.794842843690176,19227595.21351522,40.3,6.902958314579094
2019-9,0.4335809238132643,6534.19896978769,1.8140248078306704,0.5170200097356242,1.1526577758374856,200669540.0277778,7707968.671892891,0.6350086612279392,19.998192482749705,0.71188959337326,24758657.04557504,1492472.6506342974,11.792860632457248,19222528.81800153,35.493,6.8884873989042825
